Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3 
1743199200.0 103.0 258 304 635 2097330 2097360 2097570 599 255 1352 794 325 1336 
1743199200.0 106.0 224 0 0 2097300 0 0 506 106 1158 547 171 1277 
1743199200.0 110.0 222 356 650 2097310 2097370 2097580 541 405 1462 644 369 1655 
1743199200.0 122.0 201 305 623 2097330 2097360 2097570 546 251 1387 690 258 1751 
1743199200.0 126.0 242 370 663 2097320 2097370 2097580 815 417 1460 696 375 1361 
1743199200.0 127.0 246 366 643 2097300 2097370 2097580 641 415 1426 709 406 1684 
1743199200.0 128.0 240 359 645 2097300 2097370 2097570 484 408 1389 639 322 1377 
1743199200.0 131.0 235 369 654 2097300 2097370 2097580 690 422 1451 678 329 1466 
1743199200.0 144.6 NA 638 NA NA 2097590 NA NA 3798 NA NA 3138 NA 
1743199200.0 32434.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA 
1743199200.0 32834.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA 
1743199200.0 33234.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA 
1743199200.0 4007.0 264 0 0 2097300 0 0 506 109 1169 660 233 1553 
1743199200.0 528.0 133 180 0 2097270 2097280 0 4869 99 90 2509 109 114 
