Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueVsize2 PeakValueVsize3 TotalJobCPU2 TotalJobCPU3 TotalJobTime2 TotalJobTime3 
1769551200.0 144.6 444 NA 613 NA 1484 NA 1505 NA 
1769551200.0 2500.1502 143 NA 231 NA 8517 NA 10986 NA 
1769551200.0 2500.1504 144 NA 237 NA 11106 NA 12849 NA 
1769551200.0 2500.2207 164 NA 298 NA 6024 NA 3074 NA 
1769551200.0 2500.231 98 NA 163 NA 4282 NA 3178 NA 
1769551200.0 2500.3205 330 NA 475 NA 8720 NA 3740 NA 
1769551200.0 34551.85 1012 NA 1324 NA 2488 NA 1724 NA 
1769551200.0 34634.114 1426 NA 1890 NA 2640 NA 1399 NA 
1769551200.0 34634.9921 951 1388 1437 1906 3752 1609 3228 832 
1769551200.0 34634.999 544 1147 853 1483 1381 917 1116 633 
