Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3 
1745960400.0 1.0 161 184 NA 245 263 NA 641 161 NA 384 166 NA 
1745960400.0 10.0 NA 223 NA NA 320 NA NA 804 NA NA 332 NA 
1745960400.0 10001.0 NA 315 NA NA 425 NA NA 543 NA NA 258 NA 
1745960400.0 10002.0 NA 316 NA NA 415 NA NA 546 NA NA 262 NA 
1745960400.0 10003.0 NA 318 NA NA 427 NA NA 542 NA NA 262 NA 
1745960400.0 10004.0 NA 314 NA NA 408 NA NA 541 NA NA 254 NA 
1745960400.0 10005.0 NA 316 NA NA 422 NA NA 548 NA NA 260 NA 
1745960400.0 10006.0 NA 315 NA NA 424 NA NA 542 NA NA 253 NA 
1745960400.0 10007.0 NA 317 NA NA 441 NA NA 545 NA NA 256 NA 
1745960400.0 10008.0 NA 318 NA NA 418 NA NA 549 NA NA 272 NA 
1745960400.0 10009.0 NA 318 NA NA 432 NA NA 547 NA NA 257 NA 
1745960400.0 10023.0 NA 316 NA NA 426 NA NA 552 NA NA 271 NA 
1745960400.0 10024.0 NA 329 NA NA 434 NA NA 561 NA NA 259 NA 
1745960400.0 10024.1 NA 325 NA NA 437 NA NA 560 NA NA 310 NA 
1745960400.0 10024.2 NA 329 NA NA 437 NA NA 569 NA NA 262 NA 
1745960400.0 10024.3 NA 328 NA NA 430 NA NA 560 NA NA 256 NA 
1745960400.0 10024.4 NA 330 NA NA 443 NA NA 565 NA NA 245 NA 
1745960400.0 10025.0 NA 318 NA NA 426 NA NA 558 NA NA 284 NA 
1745960400.0 10026.0 NA 330 NA NA 419 NA NA 565 NA NA 259 NA 
1745960400.0 10042.0 NA 324 NA NA 423 NA NA 557 NA NA 278 NA 
1745960400.0 10059.0 NA 329 NA NA 426 NA NA 570 NA NA 259 NA 
1745960400.0 10071.0 NA 328 NA NA 419 NA NA 562 NA NA 265 NA 
1745960400.0 10224.0 NA 515 NA NA 685 NA NA 1260 NA NA 647 NA 
1745960400.0 10224.15 NA 512 NA NA 674 NA NA 1249 NA NA 630 NA 
1745960400.0 10225.0 NA 505 NA NA 638 NA NA 1240 NA NA 623 NA 
1745960400.0 103.0 120 0 NA 175 0 NA 235 54 NA 272 73 NA 
1745960400.0 10424.0 NA 280 NA NA 375 NA NA 192 NA NA 172 NA 
1745960400.0 105.0 160 189 NA 239 267 NA 610 157 NA 354 168 NA 
1745960400.0 106.0 121 0 NA 178 0 NA 238 55 NA 276 67 NA 
1745960400.0 107.0 128 192 NA 250 272 NA 774 167 NA 386 171 NA 
1745960400.0 108.0 130 194 NA 253 269 NA 822 168 NA 458 158 NA 
1745960400.0 10801.0 NA 308 NA NA 393 NA NA 537 NA NA 270 NA 
1745960400.0 10802.0 NA 307 NA NA 424 NA NA 537 NA NA 250 NA 
1745960400.0 10803.0 NA 309 NA NA 398 NA NA 539 NA NA 250 NA 
1745960400.0 10804.0 NA 307 NA NA 405 NA NA 535 NA NA 238 NA 
1745960400.0 10804.31 NA 308 NA NA 410 NA NA 539 NA NA 256 NA 
