Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3 
1760734800.0 103.0 118 0 0 176 0 0 305 72 867 526 319 1552 
1760734800.0 122.0 128 175 381 201 250 545 364 143 982 548 461 1669 
1760734800.0 144.6 NA 467 NA NA 687 NA NA 1870 NA NA 2628 NA 
1760734800.0 2500.2204 NA 316 NA NA 477 NA NA 11830 NA NA 5441 NA 
1760734800.0 2500.2207 NA 249 NA NA 378 NA NA 7113 NA NA 2934 NA 
1760734800.0 2500.2208 NA 313 NA NA 572 NA NA 31782 NA NA 18822 NA 
1760734800.0 2500.2304 NA 317 NA NA 504 NA NA 9389 NA NA 4466 NA 
1760734800.0 2500.2308 NA 362 NA NA 571 NA NA 22240 NA NA 7909 NA 
1760734800.0 2500.3205 NA 339 NA NA 563 NA NA 10081 NA NA 4339 NA 
1760734800.0 2500.3208 NA 300 NA NA 550 NA NA 12613 NA NA 5879 NA 
1760734800.0 2500.3304 NA 324 NA NA 456 NA NA 7913 NA NA 3081 NA 
1760734800.0 2500.3309 NA 299 NA NA 472 NA NA 6953 NA NA 2896 NA 
1760734800.0 2500.331 NA 303 NA NA 485 NA NA 3559 NA NA 1905 NA 
1760734800.0 34834.0 194 650 0 256 879 0 2297 1102 0 1376 939 0 
1760734800.0 4003.0 NA 221 421 NA 322 603 NA 872 1781 NA 687 1931 
