Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 
1744837200.0 111.0 122 184 390 NA 217 511 556 NA 4277 197 895 NA 2285 242 1237 NA 
1744837200.0 116.0 134 193 404 NA 241 470 557 NA 17897 298 1010 NA 13729 296 1157 NA 
1744837200.0 117.0 110 192 401 NA 238 475 553 NA 18948 306 1021 NA 14384 297 1181 NA 
1744837200.0 136.803 NA 218 511 0 NA 300 727 0 NA 198 3365 164 NA 278 2668 262 
1744837200.0 136.827 NA 216 507 0 NA 300 741 0 NA 209 4060 187 NA 370 3008 254 
1744837200.0 139.002 NA 214 573 0 NA 305 814 0 NA 230 2542 217 NA 262 2631 330 
1744837200.0 141.009 NA 0 0 0 NA 0 0 0 NA 109 1965 495 NA 188 2304 756 
1744837200.0 141.105 NA 217 604 0 NA 294 886 0 NA 242 7489 206 NA 310 3277 228 
1744837200.0 250200.1 140 438 388 NA 217 649 544 NA 15001 471 1443 NA 11687 499 1279 NA 
1744837200.0 25634.0 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 
1744837200.0 280.0 170 158 397 0 309 498 551 0 18462 270 1208 255 14845 262 1298 504 
1744837200.0 34.0 113 189 400 0 239 465 553 0 14286 253 1058 215 11819 229 1519 261 
1744837200.0 511.0 74 0 NA NA 121 0 NA NA 3756 98 NA NA 9717 180 NA NA 
1744837200.0 512.0 65 94 0 NA 107 127 0 NA 5109 164 82 NA 7633 206 155 NA 
1744837200.0 518.0 66 91 0 NA 106 126 0 NA 5156 125 90 NA 7686 207 172 NA 
1744837200.0 521.0 27 87 0 NA 108 118 0 NA 6059 107 81 NA 5501 125 95 NA 
1744837200.0 525.0 66 87 0 NA 108 119 0 NA 4407 104 91 NA 4242 182 179 NA 
