Timestamp WorkflowId PeakValueRss2 PeakValueVsize2 TotalJobCPU2 TotalJobTime2 
1784412000.0 144.6 383 531 1359 1315 
1784412000.0 2500.1502 141 247 7577 13119 
1784412000.0 2500.1504 135 245 10014 15909 
1784412000.0 2500.2204 264 448 8827 2891 
1784412000.0 2500.2207 182 299 7611 4022 
1784412000.0 2500.2208 264 458 28657 24719 
1784412000.0 2500.2308 279 497 21421 18869 
1784412000.0 2500.2309 279 511 21399 18814 
1784412000.0 2500.231 85 154 3775 2131 
1784412000.0 2500.3205 330 493 7378 2178 
1784412000.0 2500.3208 285 469 9563 4251 
1784412000.0 2500.321 296 487 10041 3449 
1784412000.0 2500.3311 280 442 10484 3398 
1784412000.0 2500.3312 97 157 3534 2013 
1784412000.0 2500.4301 85 139 6124 7604 
