Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4 
1754172000.0 12834.402 332 207 0 1330 1249 0 384 223 113 413 282 197 
1754172000.0 12834.403 345 208 0 1328 1268 0 371 231 117 462 327 245 
1754172000.0 12834.406 336 191 0 1323 1248 0 367 229 116 624 434 231 
1754172000.0 12834.412 342 180 0 1367 1192 0 391 210 80 381 259 193 
1754172000.0 12834.422 346 185 0 1354 1160 0 384 210 73 383 318 157 
1754172000.0 12834.423 341 194 0 1344 1163 0 380 210 74 380 261 204 
1754172000.0 141.044406 199 191 0 303 1259 0 365 533 79 504 335 158 
1754172000.0 141.044407 215 196 0 294 1288 0 347 636 98 268 483 195 
1754172000.0 141.044408 198 149 NA 304 1214 NA 371 108 NA 1184 275 NA 
1754172000.0 141.044412 201 177 0 297 1187 0 365 235 89 945 384 111 
1754172000.0 141.044413 205 168 0 293 1187 0 361 276 92 1499 351 162 
1754172000.0 141.044414 204 126 NA 293 1072 NA 349 89 NA 947 424 NA 
1754172000.0 141.044422 212 179 0 296 1142 0 341 247 76 260 341 466 
1754172000.0 141.044423 200 168 0 288 1149 0 375 264 90 1274 587 245 
1754172000.0 141.044424 212 120 NA 302 1069 NA 333 84 NA 1086 403 NA 
1754172000.0 141.044483 252 0 NA 1349 0 NA 649 118 NA 510 203 NA 
1754172000.0 16834.402 548 234 0 1660 1281 0 699 320 114 1057 369 216 
1754172000.0 16834.403 540 222 0 1660 1304 0 670 325 126 1321 484 154 
1754172000.0 16834.404 512 183 NA 1645 1228 NA 665 163 NA 595 250 NA 
1754172000.0 16834.406 498 217 0 1661 1272 0 699 331 121 1149 452 172 
1754172000.0 16834.407 490 228 0 1674 1309 0 727 327 123 1045 387 221 
1754172000.0 16834.408 535 183 NA 1626 1220 NA 647 163 NA 622 215 NA 
1754172000.0 16834.412 511 199 0 1675 1229 0 700 312 85 1099 383 244 
1754172000.0 16834.413 542 223 0 1681 1252 0 709 308 82 917 368 121 
1754172000.0 16834.422 530 204 0 1678 1188 0 697 309 78 911 416 124 
1754172000.0 16834.423 485 197 0 1673 1201 0 721 311 81 960 336 180 
1754172000.0 16834.424 515 174 NA 1643 1149 NA 722 206 NA 853 254 NA 
1754172000.0 16850.402 469 220 0 1656 1284 0 669 306 112 1043 418 171 
1754172000.0 16850.403 469 233 0 1660 1293 0 681 305 124 1362 408 200 
1754172000.0 16850.404 476 184 NA 1645 1224 NA 659 158 NA 611 215 NA 
1754172000.0 16850.406 511 206 0 1653 1271 0 657 293 117 1441 458 185 
1754172000.0 16850.407 540 225 0 1657 1310 0 657 315 119 1156 403 169 
1754172000.0 16850.408 496 172 NA 1652 1218 NA 663 154 NA 532 401 NA 
1754172000.0 16861.402 483 211 0 1593 1191 0 631 294 95 801 376 139 
1754172000.0 17034.402 778 291 0 2225 1349 0 2779 420 121 5155 434 202 
1754172000.0 17034.403 821 287 0 2163 1379 0 2580 441 131 4854 405 237 
1754172000.0 17034.404 757 181 NA 2181 1230 NA 2699 158 NA 5393 262 NA 
1754172000.0 17034.407 761 297 0 2125 1383 0 2728 495 135 3911 469 262 
1754172000.0 17034.408 766 185 NA 2111 1234 NA 2613 159 NA 5368 239 NA 
1754172000.0 17034.422 782 494 0 2231 1589 0 2870 707 73 4915 1083 124 
1754172000.0 17034.424 815 179 NA 2199 1159 NA 2766 215 NA 4994 314 NA 
1754172000.0 17050.402 742 275 0 2152 1370 0 2490 398 125 3914 413 170 
1754172000.0 17050.403 748 284 0 2112 1344 0 2570 410 131 3618 415 226 
1754172000.0 17050.404 760 180 NA 2157 1227 NA 2583 162 NA 4857 303 NA 
1754172000.0 17050.406 757 311 0 2162 1398 0 2528 436 127 5379 395 186 
1754172000.0 17050.407 755 308 0 2147 1418 0 2556 501 134 5147 433 205 
1754172000.0 17050.408 828 177 NA 2139 1241 NA 2327 174 NA 4114 287 NA 
1754172000.0 17061.402 718 271 0 2126 1347 0 2503 393 121 5163 488 245 
1754172000.0 29634.402 608 NA NA 7728 NA NA 846 NA NA 1956 NA NA 
1754172000.0 29634.403 594 NA NA 7730 NA NA 885 NA NA 2394 NA NA 
1754172000.0 29634.404 589 NA NA 7720 NA NA 885 NA NA 1048 NA NA 
1754172000.0 29634.406 588 NA NA 7709 NA NA 861 NA NA 1248 NA NA 
1754172000.0 29634.704 638 323 0 1726 1422 0 1220 631 136 2390 1213 276 
1754172000.0 29661.402 667 298 0 7819 1352 0 1031 566 95 2137 977 225 
1754172000.0 29834.402 1325 NA NA 8682 NA NA 2648 NA NA 5294 NA NA 
1754172000.0 29834.403 1291 NA NA 8637 NA NA 2808 NA NA 5425 NA NA 
1754172000.0 29834.404 1296 NA NA 8618 NA NA 2897 NA NA 5552 NA NA 
