Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3 
1735725600.0 144.6 NA 398 NA NA 540 NA NA 1169 NA NA 1021 NA 
1735725600.0 2500.225 NA 274 NA NA 403 NA NA 7241 NA NA 2761 NA 
1735725600.0 2500.228 NA 249 NA NA 401 NA NA 9384 NA NA 3940 NA 
1735725600.0 2500.238 NA 263 NA NA 408 NA NA 5776 NA NA 2473 NA 
1735725600.0 516.0 64 93 0 105 123 0 5457 82 54 6585 85 78 
