Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3
1423184400.0 1.0 67 0 NA 92 0 NA 4223 53 NA 4285 116 NA
1423184400.0 10.0 NA 0 NA NA 0 NA NA 83 NA NA 108 NA
1423184400.0 1000.0 NA 0 NA NA 0 NA NA 144 NA NA 722 NA
1423184400.0 1001.0 NA 0 NA NA 0 NA NA 82 NA NA 326 NA
1423184400.0 1002.0 NA 0 NA NA 0 NA NA 136 NA NA 569 NA
1423184400.0 1003.0 NA 0 NA NA 0 NA NA 140 NA NA 391 NA
1423184400.0 101.0 81 NA NA 108 NA NA 1234 NA NA 1465 NA NA
1423184400.0 102.0 81 NA NA 108 NA NA 1257 NA NA 1574 NA NA
1423184400.0 103.0 61 0 NA 86 0 NA 1750 51 NA 1816 953 NA
1423184400.0 105.0 66 0 NA 92 0 NA 3875 87 NA 4054 131 NA
1423184400.0 106.0 57 0 NA 79 0 NA 1122 51 NA 1168 102 NA
1423184400.0 107.0 68 0 NA 93 0 NA 7947 54 NA 8139 354 NA
1423184400.0 108.0 70 0 NA 96 0 NA 11214 59 NA 11370 74 NA
1423184400.0 109.0 70 0 NA 96 0 NA 12509 54 NA 12676 134 NA
1423184400.0 11.0 NA 0 NA NA 0 NA NA 80 NA NA 97 NA
1423184400.0 110.0 59 0 NA 79 0 NA 1530 66 NA 1588 332 NA
1423184400.0 1102.0 NA 0 NA NA 0 NA NA 51 NA NA 128 NA
1423184400.0 111.0 66 0 NA 92 0 NA 4426 64 NA 4642 96 NA
1423184400.0 112.0 69 0 NA 94 0 NA 7139 97 NA 7321 957 NA
1423184400.0 113.0 69 0 NA 94 0 NA 7105 76 NA 7228 1080 NA
1423184400.0 11325.0 NA 0 NA NA 0 NA NA 204 NA NA 521 NA
1423184400.0 114.0 67 0 NA 93 0 NA 6730 60 NA 6934 1498 NA
1423184400.0 115.0 69 0 NA 95 0 NA 8781 133 NA 9026 166 NA
1423184400.0 116.0 69 0 NA 95 0 NA 8226 48 NA 8506 100 NA
1423184400.0 117.0 70 0 NA 95 0 NA 12402 51 NA 12712 71 NA
1423184400.0 118.0 69 0 NA 95 0 NA 9088 63 NA 9187 91 NA
1423184400.0 119.0 68 0 NA 93 0 NA 7040 58 NA 7163 147 NA
1423184400.0 12.0 NA 0 NA NA 0 NA NA 56 NA NA 86 NA
1423184400.0 120.0 59 0 NA 83 0 NA 1205 74 NA 1898 149 NA
1423184400.0 1201.0 0 NA NA 0 NA NA 84 NA NA 273 NA NA
1423184400.0 121.0 70 0 NA 95 0 NA 11267 68 NA 11353 136 NA
1423184400.0 122.0 66 0 NA 91 0 NA 2908 53 NA 3067 379 NA
1423184400.0 123.1 0 NA NA 0 NA NA 103 NA NA 727 NA NA
1423184400.0 123.2 0 NA NA 0 NA NA 103 NA NA 426 NA NA
1423184400.0 123.3 0 NA NA 0 NA NA 105 NA NA 795 NA NA
1423184400.0 124.1 0 NA NA 0 NA NA 96 NA NA 258 NA NA
1423184400.0 124.2 0 NA NA 0 NA NA 90 NA NA 1602 NA NA
1423184400.0 124.4 0 NA NA 0 NA NA 89 NA NA 567 NA NA
1423184400.0 124.5 0 NA NA 0 NA NA 84 NA NA 275 NA NA
1423184400.0 124.6 0 NA NA 0 NA NA 89 NA NA 169 NA NA
1423184400.0 125.0 70 0 NA 95 0 NA 8095 56 NA 8205 142 NA
1423184400.0 126.0 60 0 NA 84 0 NA 2575 58 NA 2740 78 NA
