Timestamp WorkflowId PeakValueRss2 PeakValueVsize2 TotalJobCPU2 TotalJobTime2 
1764712800.0 17034.402 784 1511 1056 681 
1764712800.0 17034.403 764 1514 1077 703 
1764712800.0 17034.406 777 1520 1121 689 
1764712800.0 17034.412 789 1514 1114 701 
1764712800.0 17034.422 814 1541 1129 716 
1764712800.0 17034.423 821 1538 1161 715 
1764712800.0 18634.402 676 1301 872 600 
1764712800.0 18634.403 665 1302 831 655 
1764712800.0 18634.406 666 1346 867 600 
1764712800.0 18634.407 670 1354 868 618 
1764712800.0 18634.412 678 1309 892 625 
1764712800.0 18634.413 669 1309 835 610 
1764712800.0 18634.422 660 1337 867 621 
1764712800.0 18634.423 672 1339 865 614 
1764712800.0 18650.402 616 1330 843 629 
1764712800.0 18650.403 651 1316 814 613 
1764712800.0 18650.406 650 1325 846 606 
1764712800.0 18650.407 655 1301 841 633 
1764712800.0 18661.402 645 1296 822 601 
