Timestamp WorkflowId PeakValueRss2 PeakValueVsize2 TotalJobCPU2 TotalJobTime2 
1764885600.0 17034.402 758 1443 1065 717 
1764885600.0 17034.403 807 1544 1121 689 
1764885600.0 17034.406 771 1511 1141 731 
1764885600.0 17034.412 803 1545 1077 683 
1764885600.0 17034.422 755 1492 1075 721 
1764885600.0 17034.423 764 1487 1113 713 
1764885600.0 18634.402 668 1317 870 628 
1764885600.0 18634.403 668 1330 881 635 
1764885600.0 18634.406 670 1331 872 649 
1764885600.0 18634.407 674 1300 892 629 
1764885600.0 18634.412 671 1333 845 613 
1764885600.0 18634.413 672 1324 899 657 
1764885600.0 18634.422 666 1319 883 647 
1764885600.0 18634.423 664 1328 847 622 
1764885600.0 18650.402 635 1304 822 647 
1764885600.0 18650.403 632 1299 831 656 
1764885600.0 18650.406 643 1305 858 645 
1764885600.0 18650.407 654 1315 837 618 
1764885600.0 18661.402 645 1298 846 617 
