Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3 
1766271600.0 1052.1 NA 131 0 NA 234 0 NA 112 39 NA 253 85 
1766271600.0 21061.97 955 NA NA 1465 NA NA 3904 NA NA 2098 NA NA 
1766271600.0 2500.311 NA 245 0 NA 451 0 NA 12487 76 NA 10260 119 
1766271600.0 2500.33 NA 234 0 NA 332 0 NA 5737 84 NA 2118 162 
1766271600.0 2500.601 NA 154 0 NA 320 0 NA 4786 77 NA 4249 114 
1766271600.0 250399.0 284 NA NA 390 NA NA 361 NA NA 481 NA NA 
1766271600.0 4001.0 NA 236 434 NA 352 595 NA 381 1088 NA 408 1009 
1766271600.0 529.0 59 87 0 102 141 0 3355 96 76 1474 117 119 
1766271600.0 538.0 58 0 NA 162 0 NA 4024 76 NA 4643 150 NA 
1766271600.0 539.0 81 0 NA 152 0 NA 10862 75 NA 24829 118 NA 
