Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1534798800.0 1010.0 NA 23 35 0 NA 69 81 0 NA 596 571 1386 NA 1841 1213 2181
1534798800.0 1020.0 NA 41 NA NA NA 102 NA NA NA 1214 NA NA NA 2666 NA NA
1534798800.0 135.8 82 NA NA NA 143 NA NA NA 2049 NA NA NA 4943 NA NA NA
1534798800.0 136.7801 NA 91 0 NA NA 144 0 NA NA 448 226 NA NA 960 543 NA
1534798800.0 503.0 32 0 NA NA 71 0 NA NA 236 149 NA NA 458 637 NA NA
1534798800.0 504.0 38 0 NA NA 71 0 NA NA 200 129 NA NA 458 448 NA NA
1534798800.0 527.0 16 39 0 NA 135 74 0 NA 2143 227 146 NA 2642 506 577 NA
1534798800.0 530.0 16 40 0 NA 135 74 0 NA 2330 260 152 NA 2863 645 639 NA
1534798800.0 541.0 43 0 NA NA 82 0 NA NA 739 1062 NA NA 1704 2847 NA NA
1534798800.0 545.0 41 0 NA NA 82 0 NA NA 1039 872 NA NA 1856 1955 NA NA
1534798800.0 551.0 16 36 0 NA 135 74 0 NA 2627 873 881 NA 3621 2067 2122 NA
1534798800.0 552.0 16 40 0 NA 135 74 0 NA 3522 880 976 NA 4667 2264 2642 NA
1534798800.0 554.0 16 36 0 NA 135 73 0 NA 5108 979 925 NA 6449 2015 1932 NA
1534798800.0 555.0 16 35 0 NA 135 73 0 NA 3037 885 925 NA 4116 2134 2640 NA
1534798800.0 556.0 16 34 0 NA 135 73 0 NA 2834 1040 1109 NA 4035 2145 2814 NA
1534798800.0 560.0 35 0 NA NA 71 0 NA NA 656 1032 NA NA 1223 2848 NA NA
1534798800.0 561.0 31 0 NA NA 71 0 NA NA 757 877 NA NA 1552 2127 NA NA
1534798800.0 562.0 16 32 0 NA 135 74 0 NA 1059 1006 1036 NA 2681 1904 2850 NA
