Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4
1534366800.0 136.764 74 282 0 115 356 0 1131 42856 2083 2421 43531 2417
1534366800.0 136.768 71 270 0 119 352 0 1365 40218 2093 2457 40999 2431
1534366800.0 136.78 184 319 0 307 443 0 16703 41359 4250 20218 42421 4521
1534366800.0 136.781 186 365 0 299 457 0 20213 43626 4359 24578 44964 4690
1534366800.0 136.782 204 344 0 308 486 0 20684 48477 4038 25229 49622 4370
1534366800.0 136.783 189 343 0 332 505 0 23384 54037 4291 28083 55241 4782
1534366800.0 136.784 200 368 0 318 466 0 18412 43357 4628 22073 44602 4957
1534366800.0 136.785 189 338 0 323 468 0 21319 49407 3160 25903 50380 3511
1534366800.0 136.786 197 337 0 313 463 0 19797 46795 3529 24274 47682 3723
1534366800.0 136.787 182 363 0 299 473 0 17318 39220 4049 20969 40150 4312
1534366800.0 136.788 190 382 0 318 486 0 22961 52212 3706 27379 53057 3992
1534366800.0 136.789 178 329 0 294 466 0 14542 40576 4385 17545 41894 4719
1534366800.0 136.792 181 320 0 292 413 0 14497 31810 4312 17727 32634 4777
1534366800.0 136.793 181 352 0 291 439 0 15657 34626 4287 16736 35592 4456
1534366800.0 136.794 185 330 0 294 422 0 15337 34950 4498 18173 36127 4844
1534366800.0 136.795 203 351 0 293 447 0 15839 36944 4481 19064 38086 4717
1534366800.0 136.796 181 357 0 285 440 0 14785 35883 4568 17533 37202 4752
1534366800.0 136.797 184 327 0 300 415 0 15384 36470 4492 18420 37556 4846
1534366800.0 136.798 186 324 0 295 412 0 14994 34537 4130 17921 35580 4494
1534366800.0 136.8 186 380 0 299 479 0 15028 36537 4350 18070 37517 4683
1534366800.0 136.802 180 330 0 287 407 0 14070 31540 4211 17143 32326 4616
1534366800.0 136.803 178 NA NA 254 NA NA 4228 NA NA 4923 NA NA
1534366800.0 140.51 29 196 0 73 242 0 1095 5356 825 2080 5712 1030
1534366800.0 140.52 194 192 0 271 240 0 5399 5150 936 6438 5611 1571
1534366800.0 140.53 223 0 NA 312 0 NA 8971 794 NA 9815 1173 NA
