Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3
1443258000.0 1.0 69 82 NA 95 137 NA 2221 337 NA 2308 358 NA
1443258000.0 10.0 NA 92 NA NA 148 NA NA 2384 NA NA 2572 NA
1443258000.0 103.0 64 86 NA 89 139 NA 940 235 NA 958 271 NA
1443258000.0 105.0 69 85 38 95 139 58 2212 353 4 2229 377 18
1443258000.0 106.0 54 0 NA 75 0 NA 507 118 NA 535 133 NA
1443258000.0 107.0 71 85 NA 96 139 NA 4009 398 NA 4044 422 NA
1443258000.0 108.0 75 89 NA 99 139 NA 5997 411 NA 6035 446 NA
1443258000.0 109.0 74 90 NA 99 139 NA 6708 416 NA 6752 455 NA
1443258000.0 11.0 NA 89 NA NA 148 NA NA 1873 NA NA 2029 NA
1443258000.0 110.0 61 86 NA 82 139 NA 757 364 NA 777 399 NA
1443258000.0 1102.0 NA 92 NA NA 148 NA NA 2263 NA NA 4003 NA
1443258000.0 111.0 69 85 NA 95 139 NA 2343 333 NA 2369 365 NA
1443258000.0 112.0 71 87 NA 97 139 NA 3941 412 NA 3985 446 NA
1443258000.0 113.0 71 88 NA 97 140 NA 4040 415 NA 4110 466 NA
1443258000.0 114.0 71 86 NA 96 139 NA 4004 421 NA 4040 453 NA
1443258000.0 115.0 71 88 NA 98 139 NA 4664 412 NA 4701 454 NA
1443258000.0 116.0 72 89 NA 98 139 NA 4428 427 NA 4467 473 NA
1443258000.0 117.0 74 89 NA 99 139 NA 6429 423 NA 6470 466 NA
1443258000.0 118.0 72 88 NA 98 139 NA 4656 402 NA 4681 444 NA
1443258000.0 119.0 71 88 NA 97 139 NA 3872 391 NA 3911 492 NA
1443258000.0 12.0 NA 89 NA NA 148 NA NA 2101 NA NA 2243 NA
1443258000.0 120.0 61 83 NA 86 139 NA 691 347 NA 702 381 NA
1443258000.0 121.0 74 89 NA 98 139 NA 6008 412 NA 6024 449 NA
1443258000.0 122.0 69 87 NA 95 139 NA 1605 267 NA 1622 295 NA
1443258000.0 125.0 74 86 NA 98 140 NA 4670 431 NA 4694 496 NA
1443258000.0 126.0 62 83 NA 87 139 NA 1381 373 NA 1390 394 NA
1443258000.0 127.0 62 83 NA 87 139 NA 1650 362 NA 1663 396 NA
1443258000.0 128.0 60 83 NA 81 139 NA 630 387 NA 641 426 NA
1443258000.0 129.0 61 82 NA 86 139 NA 668 391 NA 684 424 NA
1443258000.0 13.0 NA 87 NA NA 148 NA NA 366 NA NA 469 NA
1443258000.0 130.0 61 82 NA 82 139 NA 785 390 NA 802 426 NA
1443258000.0 1301.0 76 119 NA 102 160 NA 1702 602 NA 1830 656 NA
1443258000.0 1302.0 82 128 NA 108 160 NA 7151 739 NA 7348 818 NA
1443258000.0 1303.0 84 127 NA 109 160 NA 12735 644 NA 12836 734 NA
1443258000.0 1306.0 NA 127 NA NA 174 NA NA 673 NA NA 846 NA
1443258000.0 1307.0 NA 121 NA NA 170 NA NA 642 NA NA 819 NA
