Timestamp WorkflowId PeakValueRss2 PeakValueVsize2 TotalJobCPU2 TotalJobTime2 
1764885600.0 144.6 416 577 1237 1039 
1764885600.0 2500.1502 146 250 7093 11244 
1764885600.0 2500.1504 148 251 9310 13674 
1764885600.0 2500.2207 191 312 6155 2926 
1764885600.0 2500.2304 325 435 6969 2418 
1764885600.0 2500.231 100 169 4059 2457 
1764885600.0 2500.3204 316 449 7503 2432 
1764885600.0 2500.3205 347 479 7385 2174 
1764885600.0 2500.3208 291 485 9036 7056 
1764885600.0 2500.3209 300 454 5439 1952 
1764885600.0 2500.3305 315 421 6593 2073 
