Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueVsize2 PeakValueVsize3 TotalJobCPU2 TotalJobCPU3 TotalJobTime2 TotalJobTime3 
1766440800.0 144.6 391 NA 572 NA 1293 NA 1316 NA 
1766440800.0 2500.0001 293 0 441 0 36031 86 13967 117 
1766440800.0 2500.1502 153 NA 241 NA 9666 NA 6931 NA 
1766440800.0 2500.1504 155 NA 246 NA 12579 NA 7961 NA 
1766440800.0 2500.2204 273 NA 445 NA 8656 NA 2691 NA 
1766440800.0 2500.2207 194 NA 309 NA 6124 NA 3551 NA 
1766440800.0 2500.2208 315 NA 492 NA 36916 NA 15200 NA 
1766440800.0 2500.2304 326 NA 438 NA 6235 NA 1897 NA 
1766440800.0 2500.231 95 NA 166 NA 3607 NA 3503 NA 
1766440800.0 2500.3205 330 NA 478 NA 7735 NA 2480 NA 
1766440800.0 2500.3208 293 NA 467 NA 9051 NA 2786 NA 
1766440800.0 2500.3209 297 NA 449 NA 5237 NA 1657 NA 
