Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3 
1787259600.0 1.0 145 183 280 245 266 381 761 166 488 563 335 1132 
1787259600.0 106.0 122 0 0 179 0 0 282 150 746 449 354 1092 
1787259600.0 111.0 134 205 371 211 289 579 349 201 901 521 455 1719 
1787259600.0 127.0 128 212 393 184 300 568 344 234 846 411 468 1289 
1787259600.0 1301.17 137 299 321 193 407 478 709 191 502 582 304 1053 
1787259600.0 144.6 NA 402 NA NA 540 NA NA 1397 NA NA 1857 NA 
1787259600.0 2500.1502 NA 136 NA NA 236 NA NA 7392 NA NA 7084 NA 
1787259600.0 2500.1504 NA 142 NA NA 241 NA NA 9693 NA NA 8340 NA 
1787259600.0 2500.4301 NA 90 NA NA 148 NA NA 146 NA NA 220 NA 
1787259600.0 37634.0 NA 753 814 NA 1039 1009 NA 1032 1425 NA 1117 2286 
1787259600.0 37634.702 NA 761 829 NA 1039 968 NA 1048 1411 NA 1030 2259 
1787259600.0 37634.774 NA 763 NA NA 1032 NA NA 1274 NA NA 1367 NA 
1787259600.0 37634.9 NA 748 767 NA 1077 983 NA 1032 1437 NA 1031 1822 
1787259600.0 77.0 114 NA NA 454 NA NA 134 NA NA 213 NA NA 
