Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1449093600.0 108.0 70 92 193 NA 171 237 378 NA 8085 766 1247 NA 8337 777 1361 NA
1449093600.0 109.0 70 93 195 NA 171 237 377 NA 9271 733 1339 NA 9573 878 1382 NA
1449093600.0 134.703 NA 121 216 0 NA 277 409 0 NA 2353 8543 919 NA 2672 10186 924
1449093600.0 134.705 NA 121 227 0 NA 278 410 0 NA 2157 9099 1005 NA 2192 11085 1029
1449093600.0 134.706 NA 120 215 0 NA 275 408 0 NA 2735 9343 887 NA 3028 11233 900
1449093600.0 134.708 NA 120 217 0 NA 279 401 0 NA 3535 13015 1249 NA 4124 13470 1256
1449093600.0 134.801 NA 121 209 0 NA 280 403 0 NA 2891 10537 1451 NA 2928 11719 1467
1449093600.0 134.805 NA 130 229 0 NA 287 416 0 NA 3234 11242 854 NA 3665 13547 875
1449093600.0 134.807 NA 147 232 0 NA 321 426 0 NA 3987 10606 895 NA 4910 18766 915
1449093600.0 134.809 NA 127 213 0 NA 283 406 0 NA 3350 10860 822 NA 3624 12332 835
1449093600.0 134.901 NA 121 218 0 NA 280 403 0 NA 3048 10182 1475 NA 3687 10557 1489
1449093600.0 134.904 NA 127 217 0 NA 286 407 0 NA 3158 9452 853 NA 3173 11334 878
1449093600.0 134.905 NA 125 213 0 NA 282 402 0 NA 2367 7089 849 NA 2649 8734 920
1449093600.0 134.907 NA 149 214 0 NA 324 420 0 NA 3249 8238 882 NA 3525 10491 892
1449093600.0 134.908 NA 153 240 0 NA 324 421 0 NA 4441 12202 1144 NA 5237 13513 1168
1449093600.0 134.909 NA 125 222 0 NA 284 402 0 NA 2394 7983 872 NA 2500 8116 3086
1449093600.0 134.911 NA 125 221 0 NA 283 401 0 NA 3677 11327 1132 NA 4241 12138 1151
1449093600.0 135.4 203 0 103 NA 394 0 229 NA 1546 675 493 NA 2040 725 596 NA
1449093600.0 135.9 203 0 103 NA 395 0 230 NA 1397 627 487 NA 1856 657 754 NA
1449093600.0 14.0 NA 82 191 0 NA 234 376 0 NA 3616 3417 1064 NA 3735 3563 1073
1449093600.0 204.0 68 100 199 0 169 244 398 0 6326 1628 2301 1308 6937 2436 3019 2134
1449093600.0 22.0 NA 81 189 0 NA 234 374 0 NA 3427 3451 1168 NA 3594 3468 1175
1449093600.0 250202.0 NA 200 249 0 NA 380 466 0 NA 15144 4326 1330 NA 15687 4990 1356
1449093600.0 250203.0 NA 202 235 0 NA 377 465 0 NA 13199 4010 1337 NA 13555 10709 1370
1449093600.0 250204.0 NA 194 230 0 NA 378 462 0 NA 13324 3845 1352 NA 13867 10674 1384
1449093600.0 250205.0 NA 192 231 0 NA 375 461 0 NA 11138 3405 1309 NA 13911 10001 1350
1449093600.0 250206.0 NA 198 227 0 NA 373 461 0 NA 12154 3988 1360 NA 12709 10530 1395
1449093600.0 250403.0 212 0 106 NA 412 0 233 NA 2307 577 725 NA 2697 584 732 NA
1449093600.0 250408.0 216 0 108 NA 416 0 232 NA 2750 626 924 NA 3121 643 1079 NA
1449093600.0 25204.0 NA 179 261 0 NA 359 500 0 NA 3674 4927 1410 NA 6900 8666 1423
1449093600.0 25208.0 NA 189 272 0 NA 376 506 0 NA 4856 8003 1322 NA 7973 16782 1336
1449093600.0 25403.0 242 0 107 NA 449 0 232 NA 6368 649 783 NA 8664 655 792 NA
1449093600.0 4.42 NA 36 211 0 NA 140 395 0 NA 147 9080 831 NA 174 11933 839
1449093600.0 4.53 NA 36 220 0 NA 139 393 0 NA 234 14269 1014 NA 299 14546 1080
1449093600.0 4.54 NA 36 210 0 NA 139 396 0 NA 132 9690 845 NA 149 12300 853
1449093600.0 4.57 NA 54 213 0 NA 155 401 0 NA 168 12804 783 NA 225 15314 789
1449093600.0 4.61 NA 36 215 0 NA 140 396 0 NA 239 16438 1168 NA 279 16801 1179
1449093600.0 4.64 NA 36 220 0 NA 139 394 0 NA 234 14718 1033 NA 306 14927 1042
1449093600.0 4.65 NA 36 208 0 NA 139 402 0 NA 157 15883 701 NA 193 24285 723
1449093600.0 4.68 NA 37 209 0 NA 141 392 0 NA 275 19767 1408 NA 429 20220 1421
1449093600.0 4.78 NA 37 211 0 NA 141 397 0 NA 287 21020 1128 NA 430 21530 1167
1449093600.0 50200.0 NA 158 243 0 NA 331 475 0 NA 2329 4170 1379 NA 4084 10415 1386
1449093600.0 50204.0 NA 162 267 0 NA 336 476 0 NA 2337 3994 1438 NA 3995 5491 3462
1449093600.0 50207.0 NA 156 257 0 NA 331 469 0 NA 3483 5406 2407 NA 5755 7894 2433
1449093600.0 512.0 28 41 0 NA 173 135 0 NA 23 74 40 NA 6580 81 44 NA
1449093600.0 515.0 28 41 0 NA 173 135 0 NA 24 69 29 NA 5919 73 33 NA
1449093600.0 516.0 28 41 0 NA 173 135 0 NA 18 60 26 NA 6025 62 37 NA
1449093600.0 522.0 28 41 0 NA 173 135 0 NA 40 78 43 NA 6634 91 50 NA
1449093600.0 525.0 28 41 0 NA 173 136 0 NA 18 66 26 NA 6024 80 31 NA
1449093600.0 526.0 28 41 0 NA 173 135 0 NA 16 62 24 NA 5970 69 31 NA
