Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4 
1757883600.0 29634.402 821 578 0 4420 4158 0 1052 617 89 702 582 108 
1757883600.0 29634.403 821 566 0 4409 4207 0 1135 621 99 720 586 126 
1757883600.0 29634.406 816 555 0 4416 4148 0 1046 624 88 804 592 106 
1757883600.0 29634.704 680 491 0 4198 4100 0 1056 659 103 705 606 124 
1757883600.0 29634.751 823 0 NA 4359 0 NA 1281 83 NA 765 106 NA 
1757883600.0 29661.751 680 0 NA 4204 0 NA 1020 74 NA 724 94 NA 
1757883600.0 29834.402 1755 1032 0 5804 5037 0 5468 1646 111 2099 897 131 
1757883600.0 29834.403 1663 1011 0 5681 4866 0 5422 1624 118 2045 893 139 
1757883600.0 29834.404 1724 340 NA 5698 3895 NA 5569 413 NA 2095 471 NA 
1757883600.0 29834.704 1572 939 0 5563 4751 0 5512 2060 122 2449 936 142 
1757883600.0 29834.751 1626 0 NA 5566 0 NA 6328 93 NA 2281 119 NA 
