Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 
1785704400.0 123.3 311 NA NA NA 426 NA NA NA 361 NA NA NA 780 NA NA NA 
1785704400.0 124.2 353 NA NA NA 520 NA NA NA 409 NA NA NA 913 NA NA NA 
1785704400.0 124.5 348 NA NA NA 491 NA NA NA 379 NA NA NA 854 NA NA NA 
1785704400.0 140.56 NA 861 0 NA NA 1243 0 NA NA 6374 169 NA NA 3131 388 NA 
1785704400.0 144.6 NA 386 NA NA NA 512 NA NA NA 1354 NA NA NA 1505 NA NA 
1785704400.0 2500.1502 NA 141 NA NA NA 245 NA NA NA 7116 NA NA NA 8019 NA NA 
1785704400.0 2500.1504 NA 143 NA NA NA 247 NA NA NA 9343 NA NA NA 9124 NA NA 
1785704400.0 2500.3312 NA 92 NA NA NA 159 NA NA NA 3500 NA NA NA 2064 NA NA 
1785704400.0 2500.4301 NA 89 NA NA NA 144 NA NA NA 5894 NA NA NA 6270 NA NA 
1785704400.0 34634.0 NA 1582 2444 0 NA 2556 3627 0 NA 5997 10227 342 NA 4903 5182 509 
