Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1448100000.0 1322.0 NA 162 392 0 NA 217 447 0 NA 706 1580 923 NA 605 1359 930
1448100000.0 1323.0 NA 157 387 0 NA 217 441 0 NA 657 1327 912 NA 573 1252 928
1448100000.0 1324.0 NA 165 406 0 NA 217 461 0 NA 881 1769 926 NA 669 1439 937
1448100000.0 1339.0 NA 176 413 0 NA 227 468 0 NA 1113 2272 882 NA 717 1614 896
1448100000.0 134.705 NA 140 367 0 NA 199 419 0 NA 1837 7554 567 NA 886 3094 572
1448100000.0 134.707 NA 138 354 0 NA 196 408 0 NA 1823 7073 514 NA 893 2792 518
1448100000.0 1341.0 NA 176 417 0 NA 224 471 0 NA 1139 2227 909 NA 730 1575 916
1448100000.0 1347.0 NA 163 405 0 NA 217 458 0 NA 800 1688 915 NA 667 1463 931
1448100000.0 204.0 95 93 376 0 148 148 433 0 4449 712 1802 445 1503 1133 1571 456
1448100000.0 25407.0 345 0 111 NA 434 0 151 NA 3986 131 270 NA 3094 135 182 NA
1448100000.0 4.78 NA 37 345 0 NA 73 401 0 NA 117 9628 448 NA 130 3168 462
