Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2
1594242000.0 20634.99 NA 679 NA 783 NA 15547 NA 15980
1594242000.0 21634.0 70 NA 121 NA 8979 NA 9057 NA
1594242000.0 22034.0 68 NA 119 NA 9103 NA 9186 NA
1594242000.0 22434.0 70 NA 120 NA 12065 NA 12220 NA
1594242000.0 22834.0 69 NA 121 NA 9144 NA 9232 NA
1594242000.0 23634.0 69 NA 120 NA 9125 NA 9309 NA
1594242000.0 24834.0 68 NA 119 NA 9046 NA 9126 NA
1594242000.0 26234.0 69 NA 120 NA 8952 NA 9035 NA
1594242000.0 26634.0 69 NA 120 NA 9209 NA 9302 NA
1594242000.0 27034.0 68 NA 119 NA 8684 NA 8771 NA
1594242000.0 27434.0 71 NA 120 NA 11477 NA 11562 NA
1594242000.0 27834.0 69 NA 119 NA 8703 NA 8794 NA
