Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2 
1748811600.0 144.6 NA 411 NA 574 NA 1192 NA 1182 
1748811600.0 2500.228 NA 273 NA 428 NA 10484 NA 3407 
1748811600.0 250399.0 305 NA 421 NA 401 NA 514 NA 
1748811600.0 26034.0 177 584 236 744 2060 659 1097 527 
1748811600.0 26434.0 166 581 218 777 1996 679 1020 634 
1748811600.0 27234.0 182 585 241 764 2020 692 1176 563 
1748811600.0 29634.5 NA 594 NA 783 NA 664 NA 668 
1748811600.0 29751.85 NA 822 NA 1037 NA 2557 NA 2818 
1748811600.0 29834.114 NA 1391 NA 1743 NA 3151 NA 2465 
1748811600.0 29834.21 NA 1230 NA 1574 NA 2072 NA 1447 
1748811600.0 31234.0 173 584 234 751 1875 643 977 713 
1748811600.0 32834.0 174 586 233 767 2047 674 1066 606 
1748811600.0 34034.0 193 0 252 0 2386 0 1420 0 
