Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 
1729717200.0 103.0 133 0 0 NA 309 0 0 NA 506 127 1183 NA 710 225 1681 NA 
1729717200.0 106.0 132 0 0 NA 305 0 0 NA 507 129 1153 NA 685 210 1633 NA 
1729717200.0 110.0 139 183 372 NA 309 347 631 NA 543 301 1348 NA 812 374 1915 NA 
1729717200.0 111.0 149 180 366 NA 340 342 620 NA 668 245 1328 NA 675 406 1859 NA 
1729717200.0 119.0 163 186 376 NA 371 347 617 NA 1136 314 1377 NA 908 391 1803 NA 
1729717200.0 120.0 139 183 366 NA 329 348 602 NA 481 300 1261 NA 561 407 1394 NA 
1729717200.0 122.0 141 175 355 NA 322 336 624 NA 554 237 1279 NA 683 414 1743 NA 
1729717200.0 126.0 140 183 373 NA 318 355 618 NA 880 301 1323 NA 736 329 1618 NA 
1729717200.0 127.0 138 183 364 NA 306 344 618 NA 679 300 1328 NA 659 322 1782 NA 
1729717200.0 128.0 137 185 365 NA 306 346 624 NA 462 305 1292 NA 498 436 1661 NA 
1729717200.0 129.0 137 182 357 NA 311 354 608 NA 474 300 1320 NA 675 378 1663 NA 
1729717200.0 130.0 140 182 361 NA 319 355 598 NA 500 303 1323 NA 613 393 1768 NA 
1729717200.0 131.0 137 183 372 NA 311 351 639 NA 736 299 1345 NA 793 378 1777 NA 
1729717200.0 29634.75 NA 606 NA NA NA 878 NA NA NA 1603 NA NA NA 1297 NA NA 
1729717200.0 4.28 NA 138 390 0 NA 297 638 0 NA 244 2606 1327 NA 519 2543 1934 
