Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2 
1788382800.0 144.6 NA 401 NA 553 NA 1755 NA 1497 
1788382800.0 2500.1502 NA 149 NA 259 NA 7014 NA 7892 
1788382800.0 2500.1504 NA 149 NA 256 NA 9227 NA 8950 
1788382800.0 2500.231 NA 97 NA 155 NA 3837 NA 2883 
1788382800.0 2500.3312 NA 87 NA 152 NA 3548 NA 3328 
1788382800.0 2500.4301 NA 85 NA 133 NA 5802 NA 6264 
1788382800.0 538.0 95 0 137 0 3386 64 3887 153 
1788382800.0 570.0 0 NA 0 NA 45 NA 3050 NA 
1788382800.0 571.0 0 NA 0 NA 46 NA 3052 NA 
1788382800.0 77.0 154 NA 447 NA 130 NA 142 NA 
