Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4 
1757494800.0 141.044414 199 116 NA 295 606 NA 285 70 NA 163 88 NA 
1757494800.0 141.044422 198 180 0 294 690 0 284 215 62 183 181 80 
1757494800.0 16834.403 504 233 0 1160 789 0 559 260 96 379 271 112 
1757494800.0 16834.404 504 182 NA 1142 706 NA 551 127 NA 368 145 NA 
1757494800.0 16834.407 506 234 0 1169 793 0 552 257 93 364 255 109 
1757494800.0 16834.422 510 209 0 1193 744 0 561 240 57 383 252 73 
1757494800.0 16834.424 503 186 NA 1145 700 NA 549 162 NA 361 177 NA 
1757494800.0 16850.406 484 225 0 1148 767 0 535 240 86 369 244 101 
1757494800.0 16850.408 490 186 NA 1132 709 NA 535 128 NA 369 155 NA 
1757494800.0 17034.404 878 185 NA 1721 712 NA 2187 128 NA 973 144 NA 
1757494800.0 17034.412 870 505 0 1668 1139 0 2132 580 65 969 442 86 
1757494800.0 17050.403 876 294 0 1613 856 0 2047 335 105 950 286 122 
1757494800.0 17050.404 836 185 NA 1634 713 NA 2012 128 NA 913 154 NA 
1757494800.0 17050.406 884 311 0 1668 893 0 2077 380 106 956 300 124 
