Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3 
1722722400.0 1325.5 NA 228 0 NA 293 0 NA 4232 125 NA 5746 242 
1722722400.0 136.7721 NA 231 0 NA 276 0 NA 4459 110 NA 6039 202 
1722722400.0 4001.0 NA 200 581 NA 382 664 NA 924 2353 NA 870 2746 
1722722400.0 4006.0 94 177 539 140 391 611 1200 675 1828 948 809 2108 
1722722400.0 505.0 58 0 NA 79 0 NA 155 104 NA 243 202 NA 
1722722400.0 512.0 0 NA NA 0 NA NA 2851 NA NA 3970 NA NA 
1722722400.0 518.0 0 NA NA 0 NA NA 2818 NA NA 3929 NA NA 
1722722400.0 519.0 0 NA NA 0 NA NA 616 NA NA 884 NA NA 
1722722400.0 522.0 0 NA NA 0 NA NA 2777 NA NA 3709 NA NA 
1722722400.0 525.0 0 NA NA 0 NA NA 625 NA NA 897 NA NA 
1722722400.0 527.0 37 59 0 56 86 0 1480 172 107 2722 298 187 
1722722400.0 529.0 0 NA NA 0 NA NA 2735 NA NA 3566 NA NA 
1722722400.0 534.0 64 0 NA 92 0 NA 174 104 NA 469 166 NA 
1722722400.0 561.0 58 0 NA 79 0 NA 166 104 NA 304 203 NA 
