Timestamp WorkflowId PeakValueRss0 PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize0 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU0 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime0 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9 
1790413200.0 10424.0 NA 145 276 536 0 NA NA NA NA NA NA 199 360 719 0 NA NA NA NA NA NA 944 164 819 213 NA NA NA NA NA NA 422 108 697 239 NA NA NA NA NA 
1790413200.0 1046.0 NA NA 113 97 0 NA NA NA NA NA NA NA 196 174 0 NA NA NA NA NA NA NA 194 147 24 NA NA NA NA NA NA NA 235 192 41 NA NA NA NA NA 
1790413200.0 1047.0 NA NA 111 120 0 NA NA NA NA NA NA NA 192 192 0 NA NA NA NA NA NA NA 194 166 29 NA NA NA NA NA NA NA 239 172 41 NA NA NA NA NA 
1790413200.0 1048.0 NA NA 116 109 0 NA NA NA NA NA NA NA 192 182 0 NA NA NA NA NA NA NA 189 161 22 NA NA NA NA NA NA NA 209 188 37 NA NA NA NA NA 
1790413200.0 1049.0 NA NA 127 0 NA NA NA NA NA NA NA NA 207 0 NA NA NA NA NA NA NA NA 497 60 NA NA NA NA NA NA NA NA 584 76 NA NA NA NA NA NA 
1790413200.0 105.0 NA 146 189 105 NA NA NA NA NA NA NA 228 273 171 NA NA NA NA NA NA NA 657 157 156 NA NA NA NA NA NA NA 422 152 186 NA NA NA NA NA NA 
1790413200.0 1052.0 NA NA 224 160 0 NA NA NA NA NA NA NA 395 257 0 NA NA NA NA NA NA NA 331 166 23 NA NA NA NA NA NA NA 355 203 39 NA NA NA NA NA 
1790413200.0 106.0 NA 117 0 0 NA NA NA NA NA NA NA 169 0 0 NA NA NA NA NA NA NA 224 62 504 NA NA NA NA NA NA NA 274 99 536 NA NA NA NA NA NA 
1790413200.0 10801.0 NA 124 301 518 0 158 200 NA NA NA NA 170 393 729 0 235 299 NA NA NA NA 228 168 648 186 199 204 NA NA NA NA 210 122 597 198 209 217 NA NA NA 
1790413200.0 10802.0 NA 126 248 507 0 158 195 NA NA NA NA 172 410 711 0 227 299 NA NA NA NA 271 182 703 185 200 206 NA NA NA NA 214 134 648 199 213 220 NA NA NA 
1790413200.0 10803.0 NA 167 297 532 0 154 200 NA NA NA NA 257 401 704 0 231 295 NA NA NA NA 2068 184 689 203 211 208 NA NA NA NA 959 135 652 243 222 219 NA NA NA 
1790413200.0 10804.0 NA 121 305 526 0 158 194 NA NA NA NA 170 401 688 0 229 298 NA NA NA NA 223 173 673 186 200 210 NA NA NA NA 227 137 668 206 214 232 NA NA NA 
1790413200.0 10804.31 NA 120 301 455 0 156 188 NA NA NA NA 171 395 725 0 230 297 NA NA NA NA 229 184 686 196 208 206 NA NA NA NA 282 138 922 225 216 220 NA NA NA 
1790413200.0 10805.0 NA 127 305 512 0 158 191 NA NA NA NA 170 409 690 0 230 294 NA NA NA NA 276 167 675 195 202 208 NA NA NA NA 233 125 651 226 207 221 NA NA NA 
1790413200.0 10805.31 NA 120 302 506 0 152 187 NA NA NA NA 173 400 694 0 229 299 NA NA NA NA 273 170 688 193 204 209 NA NA NA NA 434 239 1493 299 242 269 NA NA NA 
1790413200.0 10806.0 NA 124 302 506 0 157 188 NA NA NA NA 169 397 725 0 231 294 NA NA NA NA 204 171 690 184 205 211 NA NA NA NA 198 121 658 199 213 256 NA NA NA 
1790413200.0 10807.0 NA 116 297 518 0 179 194 NA NA NA NA 167 407 732 0 296 298 NA NA NA NA 203 182 697 196 217 208 NA NA NA NA 194 129 607 222 244 223 NA NA NA 
1790413200.0 10808.0 NA 124 306 521 0 186 202 NA NA NA NA 169 401 717 0 293 305 NA NA NA NA 204 168 692 195 206 208 NA NA NA NA 197 122 612 212 214 234 NA NA NA 
1790413200.0 10809.0 NA 120 298 518 0 185 202 NA NA NA NA 174 405 757 0 289 299 NA NA NA NA 229 189 741 206 203 211 NA NA NA NA 233 134 688 257 211 246 NA NA NA 
1790413200.0 10823.0 NA 130 307 505 0 159 199 NA NA NA NA 179 401 710 0 227 296 NA NA NA NA 597 175 714 192 207 206 NA NA NA NA 354 127 633 208 215 249 NA NA NA 
1790413200.0 10824.0 NA 138 308 536 0 184 190 NA NA NA NA 198 409 718 0 300 293 NA NA NA NA 937 200 807 205 211 230 NA NA NA NA 438 155 644 221 214 248 NA NA NA 
1790413200.0 10824.6 NA 146 311 539 0 191 203 NA NA NA NA 200 423 735 0 302 300 NA NA NA NA 918 196 804 208 211 223 NA NA NA NA 407 142 649 223 219 237 NA NA NA 
1790413200.0 10824.8 NA 146 313 547 0 182 197 NA NA NA NA 199 400 723 0 304 298 NA NA NA NA 926 195 804 214 214 218 NA NA NA NA 426 151 685 228 221 240 NA NA NA 
1790413200.0 10825.0 NA 138 308 522 0 161 201 NA NA NA NA 185 401 725 0 232 302 NA NA NA NA 621 176 733 207 209 210 NA NA NA NA 348 124 638 240 217 216 NA NA NA 
1790413200.0 10826.0 NA 152 318 533 0 165 191 NA NA NA NA 206 404 740 0 239 300 NA NA NA NA 1463 193 927 220 212 215 NA NA NA NA 626 123 747 242 221 227 NA NA NA 
1790413200.0 10842.0 NA 137 306 518 0 193 200 NA NA NA NA 187 406 738 0 304 292 NA NA NA NA 442 154 694 218 206 213 NA NA NA NA 272 117 626 271 211 223 NA NA NA 
1790413200.0 10859.0 NA 167 320 538 0 157 204 NA NA NA NA 241 433 746 0 240 303 NA NA NA NA 2693 189 982 215 201 208 NA NA NA NA 1014 116 766 286 253 241 NA NA NA 
1790413200.0 10871.0 NA 147 309 528 0 156 190 NA NA NA NA 199 403 730 0 241 304 NA NA NA NA 1056 203 824 216 215 220 NA NA NA NA 481 136 735 246 253 234 NA NA NA 
1790413200.0 11.0 NA 150 194 377 0 126 NA NA NA NA NA 230 276 515 0 193 NA NA NA NA NA 604 152 672 183 181 NA NA NA NA NA 369 138 716 195 203 NA NA NA NA 
1790413200.0 110.0 NA 116 185 372 NA NA NA NA NA NA NA 169 270 513 NA NA NA NA NA NA NA 230 159 632 NA NA NA NA NA NA NA 205 151 661 NA NA NA NA NA NA 
1790413200.0 1102.0 NA 167 199 402 277 106 NA NA NA NA NA 242 289 548 373 244 NA NA NA NA NA 840 170 733 219 71 NA NA NA NA NA 400 131 756 206 73 NA NA NA NA 
1790413200.0 111.0 NA 146 187 381 NA NA NA NA NA NA NA 212 281 526 NA NA NA NA NA NA NA 383 126 606 NA NA NA NA NA NA NA 275 135 594 NA NA NA NA NA NA 
1790413200.0 11224.0 NA 144 276 529 0 NA NA NA NA NA NA 197 371 719 0 NA NA NA NA NA NA 950 169 785 201 NA NA NA NA NA NA 420 106 728 216 NA NA NA NA NA 
1790413200.0 11224.6 NA 142 277 530 0 NA NA NA NA NA NA 201 377 729 0 NA NA NA NA NA NA 966 174 753 206 NA NA NA NA NA NA 502 109 601 221 NA NA NA NA NA 
1790413200.0 11601.0 NA 130 320 541 0 160 NA NA NA NA NA 170 415 761 0 229 NA NA NA NA NA 417 191 775 199 196 NA NA NA NA NA 360 126 748 218 203 NA NA NA NA 
1790413200.0 11602.0 NA 133 313 550 0 159 NA NA NA NA NA 178 416 759 0 232 NA NA NA NA NA 474 201 757 194 200 NA NA NA NA NA 423 126 712 211 204 NA NA NA NA 
1790413200.0 11603.0 NA 185 324 548 0 155 NA NA NA NA NA 292 423 768 0 228 NA NA NA NA NA 2562 187 778 207 205 NA NA NA NA NA 1653 137 764 228 211 NA NA NA NA 
1790413200.0 11604.0 NA 133 314 556 0 157 NA NA NA NA NA 171 406 792 0 229 NA NA NA NA NA 403 202 775 192 202 NA NA NA NA NA 406 134 764 209 210 NA NA NA NA 
1790413200.0 11605.0 NA 129 319 546 0 159 NA NA NA NA NA 172 416 741 0 228 NA NA NA NA NA 457 201 741 195 200 NA NA NA NA NA 433 143 743 209 216 NA NA NA NA 
1790413200.0 11606.0 NA 135 315 538 0 159 NA NA NA NA NA 182 420 735 0 230 NA NA NA NA NA 382 198 743 185 200 NA NA NA NA NA 349 137 710 197 214 NA NA NA NA 
1790413200.0 11607.0 NA 129 318 562 0 189 NA NA NA NA NA 169 404 768 0 301 NA NA NA NA NA 389 192 755 196 211 NA NA NA NA NA 356 121 752 211 222 NA NA NA NA 
1790413200.0 11608.0 NA 128 321 560 0 183 NA NA NA NA NA 181 433 755 0 303 NA NA NA NA NA 390 193 787 191 229 NA NA NA NA NA 367 118 789 207 241 NA NA NA NA 
1790413200.0 11609.0 NA 131 321 550 0 192 NA NA NA NA NA 176 414 756 0 306 NA NA NA NA NA 402 204 798 194 209 NA NA NA NA NA 407 131 803 211 218 NA NA NA NA 
1790413200.0 11630.0 NA 172 323 580 0 167 NA NA NA NA NA 240 433 807 0 242 NA NA NA NA NA 2935 234 1183 207 201 NA NA NA NA NA 1125 182 928 259 219 NA NA NA NA 
1790413200.0 11634.0 NA 150 327 578 0 188 NA NA NA NA NA 195 433 774 0 306 NA NA NA NA NA 1052 216 870 214 217 NA NA NA NA NA 550 131 771 228 224 NA NA NA NA 
1790413200.0 11634.15 NA 149 315 579 0 187 NA NA NA NA NA 192 431 789 0 304 NA NA NA NA NA 1080 227 967 226 223 NA NA NA NA NA 594 167 829 263 247 NA NA NA NA 
1790413200.0 11634.24 NA 127 249 515 0 150 NA NA NA NA NA 173 339 745 0 221 NA NA NA NA NA 433 122 703 187 202 NA NA NA NA NA 398 107 721 201 215 NA NA NA NA 
1790413200.0 11634.601 NA 150 311 114 581 0 NA NA NA NA NA 194 411 187 761 0 NA NA NA NA NA 1067 212 72 870 217 NA NA NA NA NA 569 142 98 814 234 NA NA NA NA 
1790413200.0 11634.7 NA 151 326 579 0 NA NA NA NA NA NA 195 425 810 0 NA NA NA NA NA NA 1091 212 867 214 NA NA NA NA NA NA 583 131 807 231 NA NA NA NA NA 
1790413200.0 11634.91 NA 151 326 565 0 195 NA NA NA NA NA 204 434 801 0 303 NA NA NA NA NA 1060 212 853 209 212 NA NA NA NA NA 555 138 769 222 242 NA NA NA NA 
1790413200.0 11634.914 NA 142 325 586 0 197 NA NA NA NA NA 187 424 828 0 309 NA NA NA NA NA 945 211 858 201 210 NA NA NA NA NA 430 138 769 215 220 NA NA NA NA 
1790413200.0 11640.0 NA 138 324 565 0 155 NA NA NA NA NA 176 414 774 0 234 NA NA NA NA NA 1205 197 743 204 210 NA NA NA NA NA 709 130 717 220 216 NA NA NA NA 
1790413200.0 11643.0 NA 153 318 564 0 158 NA NA NA NA NA 196 434 811 0 240 NA NA NA NA NA 1204 226 866 217 211 NA NA NA NA NA 596 143 831 245 218 NA NA NA NA 
1790413200.0 11646.0 NA 149 325 572 0 189 NA NA NA NA NA 192 421 776 0 298 NA NA NA NA NA 852 201 795 202 212 NA NA NA NA NA 512 130 764 212 224 NA NA NA NA 
1790413200.0 11650.0 NA 141 321 580 0 191 NA NA NA NA NA 184 414 780 0 308 NA NA NA NA NA 618 191 809 206 222 NA NA NA NA NA 501 139 839 222 228 NA NA NA NA 
1790413200.0 11723.17 NA 171 329 576 0 NA NA NA NA NA NA 236 433 813 0 NA NA NA NA NA NA 2429 227 1009 215 NA NA NA NA NA NA 1103 138 787 245 NA NA NA NA NA 
1790413200.0 12.0 NA 168 196 396 0 NA NA NA NA NA NA 245 285 534 0 NA NA NA NA NA NA 631 165 709 168 NA NA NA NA NA NA 376 158 707 180 NA NA NA NA NA 
1790413200.0 120.0 NA 127 195 370 NA NA NA NA NA NA NA 193 278 514 NA NA NA NA NA NA NA 213 154 615 NA NA NA NA NA NA NA 198 140 635 NA NA NA NA NA NA 
1790413200.0 12034.0 NA 151 288 564 0 NA NA NA NA NA NA 193 380 801 0 NA NA NA NA NA NA 1086 193 867 205 NA NA NA NA NA NA 567 120 829 235 NA NA NA NA NA 
1790413200.0 122.0 NA 122 178 366 NA NA NA NA NA NA NA 186 269 523 NA NA NA NA NA NA NA 268 116 609 NA NA NA NA NA NA NA 247 175 597 NA NA NA NA NA NA 
1790413200.0 123.1 NA 368 NA NA NA NA NA NA NA NA NA 536 NA NA NA NA NA NA NA NA NA 363 NA NA NA NA NA NA NA NA NA 312 NA NA NA NA NA NA NA NA 
1790413200.0 123.2 NA 372 NA NA NA NA NA NA NA NA NA 550 NA NA NA NA NA NA NA NA NA 415 NA NA NA NA NA NA NA NA NA 330 NA NA NA NA NA NA NA NA 
1790413200.0 123.3 NA 316 NA NA NA NA NA NA NA NA NA 442 NA NA NA NA NA NA NA NA NA 311 NA NA NA NA NA NA NA NA NA 336 NA NA NA NA NA NA NA NA 
1790413200.0 124.1 NA 356 NA NA NA NA NA NA NA NA NA 507 NA NA NA NA NA NA NA NA NA 324 NA NA NA NA NA NA NA NA NA 362 NA NA NA NA NA NA NA NA 
1790413200.0 124.2 NA 361 NA NA NA NA NA NA NA NA NA 515 NA NA NA NA NA NA NA NA NA 344 NA NA NA NA NA NA NA NA NA 328 NA NA NA NA NA NA NA NA 
1790413200.0 124.4 NA 352 NA NA NA NA NA NA NA NA NA 503 NA NA NA NA NA NA NA NA NA 319 NA NA NA NA NA NA NA NA NA 336 NA NA NA NA NA NA NA NA 
1790413200.0 124.5 NA 357 NA NA NA NA NA NA NA NA NA 503 NA NA NA NA NA NA NA NA NA 322 NA NA NA NA NA NA NA NA NA 334 NA NA NA NA NA NA NA NA 
1790413200.0 124.6 NA 316 NA NA NA NA NA NA NA NA NA 423 NA NA NA NA NA NA NA NA NA 313 NA NA NA NA NA NA NA NA NA 345 NA NA NA NA NA NA NA NA 
1790413200.0 12434.0 NA 119 327 565 0 189 NA NA NA NA NA 201 427 797 0 307 NA NA NA NA NA 1116 211 869 204 217 NA NA NA NA NA 620 128 760 222 230 NA NA NA NA 
1790413200.0 12434.511 NA 149 323 165 0 NA NA NA NA NA NA 205 422 256 0 NA NA NA NA NA NA 1082 205 144 68 NA NA NA NA NA NA 570 142 185 121 NA NA NA NA NA 
1790413200.0 12434.521 NA 149 324 163 0 NA NA NA NA NA NA 203 439 235 0 NA NA NA NA NA NA 1101 204 140 71 NA NA NA NA NA NA 631 120 181 96 NA NA NA NA NA 
1790413200.0 12434.7 NA 151 322 577 0 NA NA NA NA NA NA 194 435 765 0 NA NA NA NA NA NA 1181 212 884 203 NA NA NA NA NA NA 691 127 782 222 NA NA NA NA NA 
1790413200.0 12446.0 NA 151 324 572 0 188 NA NA NA NA NA 205 424 796 0 303 NA NA NA NA NA 845 206 831 201 216 NA NA NA NA NA 504 142 840 215 262 NA NA NA NA 
1790413200.0 12461.0 NA 125 317 550 0 151 NA NA NA NA NA 163 405 779 0 228 NA NA NA NA NA 390 193 747 196 205 NA NA NA NA NA 375 123 779 228 222 NA NA NA NA 
1790413200.0 126.0 NA 132 194 374 NA NA NA NA NA NA NA 188 275 534 NA NA NA NA NA NA NA 357 158 634 NA NA NA NA NA NA NA 293 142 658 NA NA NA NA NA NA 
1790413200.0 127.0 NA 118 193 373 NA NA NA NA NA NA NA 175 271 517 NA NA NA NA NA NA NA 294 147 635 NA NA NA NA NA NA NA 248 163 588 NA NA NA NA NA NA 
1790413200.0 128.0 NA 118 194 372 NA NA NA NA NA NA NA 168 272 538 NA NA NA NA NA NA NA 205 153 627 NA NA NA NA NA NA NA 217 140 692 NA NA NA NA NA NA 
1790413200.0 12834.0 NA 149 321 560 0 195 NA NA NA NA NA 193 426 827 0 309 NA NA NA NA NA 1065 220 895 222 219 NA NA NA NA NA 585 127 776 262 249 NA NA NA NA 
1790413200.0 12834.402 NA 149 321 200 0 NA NA NA NA NA NA 192 433 291 0 NA NA NA NA NA NA 1062 218 167 95 NA NA NA NA NA NA 639 152 178 124 NA NA NA NA NA 
1790413200.0 12834.412 NA 152 327 186 0 NA NA NA NA NA NA 195 454 274 0 NA NA NA NA NA NA 1040 214 156 69 NA NA NA NA NA NA 575 159 156 117 NA NA NA NA NA 
1790413200.0 12834.7 NA 155 320 569 0 NA NA NA NA NA NA 203 431 807 0 NA NA NA NA NA NA 1071 228 882 214 NA NA NA NA NA NA 576 142 831 229 NA NA NA NA NA 
1790413200.0 12846.0 NA 150 317 574 0 192 NA NA NA NA NA 194 435 791 0 301 NA NA NA NA NA 859 223 796 205 218 NA NA NA NA NA 550 149 760 219 244 NA NA NA NA 
1790413200.0 12861.0 NA 136 311 545 0 156 NA NA NA NA NA 171 420 760 0 233 NA NA NA NA NA 373 207 765 195 201 NA NA NA NA NA 344 137 779 209 229 NA NA NA NA 
1790413200.0 129.0 NA 123 185 367 NA NA NA NA NA NA NA 170 277 520 NA NA NA NA NA NA NA 210 160 632 NA NA NA NA NA NA NA 205 161 641 NA NA NA NA NA NA 
1790413200.0 13.0 NA 170 192 404 0 NA NA NA NA NA NA 242 288 559 0 NA NA NA NA NA NA 1221 154 782 172 NA NA NA NA NA NA 619 155 640 190 NA NA NA NA NA 
1790413200.0 130.0 NA 113 184 382 NA NA NA NA NA NA NA 174 275 516 NA NA NA NA NA NA NA 229 154 618 NA NA NA NA NA NA NA 249 137 595 NA NA NA NA NA NA 
1790413200.0 1301.0 NA 132 235 293 NA NA NA NA NA NA NA 196 328 482 NA NA NA NA NA NA NA 590 144 363 NA NA NA NA NA NA NA 450 120 436 NA NA NA NA NA NA 
1790413200.0 1301.17 NA 125 303 313 NA NA NA NA NA NA NA 181 405 515 NA NA NA NA NA NA NA 616 168 397 NA NA NA NA NA NA NA 386 179 419 NA NA NA NA NA NA 
1790413200.0 1302.0 NA 160 246 356 NA NA NA NA NA NA NA 221 333 499 NA NA NA NA NA NA NA 886 161 423 NA NA NA NA NA NA NA 410 107 463 NA NA NA NA NA NA 
1790413200.0 1302.17 NA 144 320 351 NA NA NA NA NA NA NA 195 422 544 NA NA NA NA NA NA NA 935 180 455 NA NA NA NA NA NA NA 450 127 413 NA NA NA NA NA NA 
1790413200.0 1304.182 NA 136 303 300 276 NA NA NA NA NA NA 184 395 486 372 NA NA NA NA NA NA 589 179 245 218 NA NA NA NA NA NA 324 129 232 238 NA NA NA NA NA 
1790413200.0 1306.0 NA 121 244 434 0 NA NA NA NA NA NA 166 337 593 0 NA NA NA NA NA NA 198 147 631 162 NA NA NA NA NA NA 194 108 596 198 NA NA NA NA NA 
1790413200.0 1307.0 NA 117 215 275 112 0 NA NA NA NA NA 162 303 428 185 0 NA NA NA NA NA 488 95 316 168 93 NA NA NA NA NA 472 100 323 196 105 NA NA NA NA 
1790413200.0 1308.0 NA 112 235 275 73 0 NA NA NA NA NA 161 321 425 183 0 NA NA NA NA NA 189 139 193 165 82 NA NA NA NA NA 223 181 243 220 116 NA NA NA NA 
1790413200.0 1309.0 NA 152 250 462 0 NA NA NA NA NA NA 217 338 623 0 NA NA NA NA NA NA 1060 163 748 170 NA NA NA NA NA NA 480 110 650 188 NA NA NA NA NA 
1790413200.0 131.0 NA 119 194 384 NA NA NA NA NA NA NA 172 275 536 NA NA NA NA NA NA NA 323 146 621 NA NA NA NA NA NA NA 281 128 607 NA NA NA NA NA NA 
1790413200.0 1311.0 NA 146 245 447 0 130 NA NA NA NA NA 203 340 614 0 197 NA NA NA NA NA 575 147 632 176 173 NA NA NA NA NA 356 111 652 195 186 NA NA NA NA 
1790413200.0 1313.0 NA 181 252 475 0 NA NA NA NA NA NA 242 343 637 0 NA NA NA NA NA NA 1393 135 739 160 NA NA NA NA NA NA 650 111 622 171 NA NA NA NA NA 
1790413200.0 1314.0 NA 142 240 457 0 NA NA NA NA NA NA 207 343 602 0 NA NA NA NA NA NA 554 164 670 163 NA NA NA NA NA NA 307 121 621 179 NA NA NA NA NA 
1790413200.0 1315.0 NA 122 242 431 0 NA NA NA NA NA NA 170 337 606 0 NA NA NA NA NA NA 227 148 630 147 NA NA NA NA NA NA 207 110 600 160 NA NA NA NA NA 
1790413200.0 1316.0 NA 175 240 446 0 NA NA NA NA NA NA 271 334 614 0 NA NA NA NA NA NA 2144 151 664 147 NA NA NA NA NA NA 831 121 656 158 NA NA NA NA NA 
1790413200.0 1317.0 NA 125 244 439 0 186 NA NA NA NA NA 172 333 608 0 286 NA NA NA NA NA 284 146 660 156 176 NA NA NA NA NA 220 108 655 171 181 NA NA NA NA 
1790413200.0 1318.0 NA 118 236 435 0 186 NA NA NA NA NA 169 326 603 0 285 NA NA NA NA NA 220 159 643 150 171 NA NA NA NA NA 200 124 659 165 208 NA NA NA NA 
