Timestamp WorkflowId PeakValueRss2 PeakValueVsize2 TotalJobCPU2 TotalJobTime2 
1766440800.0 17034.402 806 1541 1148 687 
1766440800.0 17034.403 808 1540 1120 697 
1766440800.0 17034.406 803 1516 1180 714 
1766440800.0 17034.412 788 1494 1116 712 
1766440800.0 17034.422 839 1523 1148 700 
1766440800.0 17034.423 764 1445 1054 700 
1766440800.0 18634.402 656 1315 844 620 
1766440800.0 18634.403 673 1322 913 653 
1766440800.0 18634.404 655 1307 850 620 
1766440800.0 18634.406 677 1331 858 633 
1766440800.0 18634.407 669 1319 897 642 
1766440800.0 18634.408 666 1347 861 618 
1766440800.0 18634.412 684 1336 862 624 
1766440800.0 18634.413 679 1339 897 641 
1766440800.0 18634.422 666 1352 856 623 
1766440800.0 18634.423 673 1334 907 632 
1766440800.0 18634.424 672 1331 860 629 
1766440800.0 18650.402 667 1343 880 642 
1766440800.0 18650.403 655 1296 876 639 
1766440800.0 18650.404 649 1308 852 600 
1766440800.0 18650.406 646 1337 837 651 
1766440800.0 18650.407 646 1299 859 630 
1766440800.0 18661.402 639 1309 832 603 
