Creation,MergeTime,id,isPr,N. of Comments,Closed,N. Labels,author, labelStatus, lastUpdateTime, milestoneTitle
1513966833,1514113404,21781,1,9,1,6,slava77,NPNNNNNNNNNNNNNAN,1514113404,CMSSW_10_0_X
1513976254,1514113392,21782,1,9,1,6,Dr15Jones,NNNNNPNNNNNNNNNAN,1514113392,CMSSW_10_0_X
1513998811,NA,21783,1,39,0,7,prebello,NNNNNNNNNNNNANNAN,1514358796,CMSSW_10_0_X
1514036418,NA,21784,1,16,0,7,bsunanda,NNNNNNNNNPNNNNNAN,1514098233,CMSSW_10_0_X
1514060474,NA,21785,1,8,0,6,dildick,NNNNNNNNNNPNNNNAN,1514068695,CMSSW_10_0_X
1514124653,1514272676,21786,1,11,1,6,Dr15Jones,NNNNNNANNNNNNNNAN,1514272676,CMSSW_10_0_X
1514126396,NA,21787,0,3,0,3,Dr15Jones,NPNNNNNNNNNNNPNNN,1514126437,-
1514151269,NA,21788,0,7,0,2,Dr15Jones,NNNNNNPNNNNNNNNNN,1514152202,-
