Creation,MergeTime,id,isPr,N. of Comments,Closed,N. Labels,author, labelStatus, lastUpdateTime, milestoneTitle
1375732720,1375735731,241,1,2,1,0,Dr15Jones,NNNNNNNNNNNNNNNNN,1377190364,-
1375734342,1376032442,242,1,3,1,0,jhgoh,NNNNNNNNNNNNNNNNN,1376284647,CMSSW_7_0_0_pre2
1375790062,1375790069,243,1,0,1,0,ktf,NNNNNNNNNNNNNNNNN,1380868979,-
1375790204,1375855957,244,1,2,1,0,Martin-Grunewald,NNNNNNNNNNNNNNNNN,1376382953,-
1375796009,1381933458,245,0,0,1,0,jimbrooke,NNNNNNNNNNNNNNNNN,1381933458,Git issues and UserCode migration to Git
1375799642,1379922829,246,1,6,1,4,bartosik-desy,ANNNNNNNNNNNNNNAN,1379922829,CMSSW_6_2_2
1375801897,1375801901,247,1,0,1,0,ktf,NNNNNNNNNNNNNNNNN,1380868979,-
1375841229,1375877190,248,1,2,1,0,wmtan,NNNNNNNNNNNNNNNNN,1375927651,-
1375868299,1379922843,249,1,6,1,4,mtosi,NNNNNANNNNNNNNNAN,1379922843,CMSSW_6_2_2
1375874584,1378130291,250,1,9,1,2,ghellwig,ANNNNNNNNNNNNNNNN,1378734504,Next CMSSW_4_4_X
1375881366,1375945033,251,1,0,1,0,ktf,NNNNNNNNNNNNNNNNN,1380868979,-
1375882607,1376056896,252,1,6,1,0,ianna,NNNNNNNNNNNNNNNNN,1377784394,CMSSW_7_0_0_pre2
1375890442,1379922966,253,1,10,1,4,jhgoh,NNNNNANNNNNNNNNAN,1379924828,CMSSW_6_2_2
1375893988,1379683680,254,1,7,1,4,brownsonian,NNNNNNNNNANNNNNPN,1379918447,CMSSW_6_2_2
1375918360,1379929677,255,0,4,1,0,TaiSakuma,NNNNNNNNNNNNNNNNN,1379929677,CMSSW_7_0_0_pre5
1375927506,1375962449,256,1,3,1,0,wmtan,NNNNNNNNNNNNNNNNN,1375965769,-
1375942991,1375943886,257,1,1,1,0,Martin-Grunewald,NNNNNNNNNNNNNNNNN,1376382953,-
1375947478,1376036135,258,1,2,1,0,thspeer,NNNNNNNNNNNNNNNNN,1376036135,-
1375948635,1378204259,259,1,9,1,16,argiro,PPPPNPPPPPPPNPPNP,1378204278,CMSSW_7_0_0_pre4
1375961953,1378191145,260,1,12,1,2,ghellwig,ANNNNNNNNNNNNNNNN,1378793470,CMSSW_5_3_12
1375970967,1376912688,261,1,4,1,0,gartung,NNNNNNNNNNNNNNNNN,1376917289,CMSSW_7_0_0_pre3
1375973023,1376468606,262,1,4,1,0,vadler,NNNNNNNNNNNNNNNNN,1377952220,CMSSW_6_2_2
1375973747,1376035970,263,1,2,1,0,wmtan,NNNNNNNNNNNNNNNNN,1376059653,CMSSW_7_0_0_pre2
1375982428,1376657902,264,1,2,1,0,inugent,NNNNNNNNNNNNNNNNN,1376657902,CMSSW_5_3_12
1375983169,1377946414,265,1,3,1,0,inugent,NNNNNNNNNNNNNNNNN,1377946414,CMSSW_6_2_2
1375983565,1376035482,266,1,2,1,0,inugent,NNNNNNNNNNNNNNNNN,1377231550,-
1375984012,1376035611,267,1,3,1,0,inugent,NNNNNNNNNNNNNNNNN,1376035611,-
1375984067,1376035670,268,1,2,1,0,inugent,NNNNNNNNNNNNNNNNN,1376035670,-
1375989330,1376373644,269,1,3,1,0,Dr15Jones,NNNNNNNNNNNNNNNNN,1377190360,CMSSW_7_0_0_pre3
1375994217,1376029043,270,1,0,1,0,davidlange6,NNNNNNNNNNNNNNNNN,1376029043,-
