Timestamp WorkflowId PeakValueRss2 PeakValueVsize2 TotalJobCPU2 TotalJobTime2 
1747288800.0 1002.5 154 273 270 361 
1747288800.0 142.0 0 0 0 0 
1747288800.0 145.0 0 0 0 0 
1747288800.0 145.001 0 0 0 0 
1747288800.0 145.004 0 0 0 0 
1747288800.0 145.009 0 0 0 0 
1747288800.0 145.01 0 0 0 0 
1747288800.0 145.1 0 0 0 0 
1747288800.0 145.101 0 0 0 0 
1747288800.0 145.105 0 0 0 0 
1747288800.0 145.109 0 0 0 0 
1747288800.0 145.2 0 0 0 0 
1747288800.0 145.201 0 0 0 0 
1747288800.0 145.206 0 0 0 0 
1747288800.0 145.21 0 0 0 0 
1747288800.0 145.212 0 0 0 0 
1747288800.0 145.301 0 0 0 0 
1747288800.0 145.304 0 0 0 0 
1747288800.0 145.309 0 0 0 0 
1747288800.0 145.31 0 0 0 0 
1747288800.0 145.312 0 0 0 0 
1747288800.0 145.407 0 0 0 0 
1747288800.0 145.411 0 0 0 0 
1747288800.0 145.611 0 0 0 0 
1747288800.0 145.707 0 0 0 0 
1747288800.0 145.714 0 0 0 0 
1747288800.0 2500.002 0 0 477 524 
