Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4 
1787000400.0 37634.4021 885 458 0 6463 1261 0 934 477 92 573 409 109 
1787000400.0 37634.403 883 475 0 6387 1231 0 948 473 97 590 411 113 
1787000400.0 37634.404 864 257 NA 6387 981 NA 942 263 NA 578 298 NA 
1787000400.0 37634.406 853 480 0 6450 1212 0 1043 468 95 1058 412 110 
1787000400.0 37634.612 348 259 0 454 859 0 2655 406 93 2455 261 109 
1787000400.0 37634.712 850 393 0 1851 986 0 975 472 107 624 430 126 
1787000400.0 37634.713 853 402 0 1870 1011 0 977 472 105 600 444 124 
1787000400.0 37834.402 1807 943 0 7928 1899 0 7423 1785 94 3230 882 113 
1787000400.0 37834.4021 1853 921 0 7969 1905 0 7704 1842 100 3454 959 121 
1787000400.0 37834.403 1871 931 0 8018 1857 0 7445 1872 105 3286 941 122 
1787000400.0 37834.404 1692 258 NA 7882 980 NA 7444 261 NA 2829 290 NA 
1787000400.0 37834.712 1878 814 0 3399 1772 0 6814 1543 130 2676 726 146 
1787000400.0 37834.713 1821 882 0 3329 1865 0 7635 1796 124 2889 748 141 
1787000400.0 37834.7503 2033 0 NA 8039 0 NA 8700 119 NA 3234 136 NA 
1787000400.0 37834.751 1731 0 NA 7747 0 NA 7341 109 NA 2832 127 NA 
