Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2 
1786136400.0 123.1 391 NA 804 NA 419 NA 686 NA 
1786136400.0 123.3 312 NA 596 NA 343 NA 623 NA 
1786136400.0 124.1 380 NA 641 NA 349 NA 636 NA 
1786136400.0 124.2 384 NA 823 NA 393 NA 685 NA 
1786136400.0 124.4 379 NA 703 NA 358 NA 630 NA 
1786136400.0 124.5 378 NA 781 NA 357 NA 681 NA 
1786136400.0 124.6 316 NA 584 NA 346 NA 678 NA 
1786136400.0 2500.1504 NA 150 NA 242 NA 8772 NA 6978 
1786136400.0 2500.2403 NA 119 NA 186 NA 122 NA 301 
1786136400.0 2500.4302 NA 99 NA 143 NA 654 NA 716 
1786136400.0 2500.9101 92 116 119 195 76 97 177 219 
1786136400.0 34551.85 NA 1206 NA 1763 NA 3131 NA 6310 
1786136400.0 5.1 392 0 808 0 447 90 713 251 
1786136400.0 5.2 313 0 642 0 360 78 648 222 
1786136400.0 508.0 88 0 111 0 71 52 152 144 
1786136400.0 541.0 87 0 111 0 61 53 184 144 
1786136400.0 560.0 92 0 119 0 74 50 167 141 
1786136400.0 561.0 91 0 119 0 76 50 151 156 
1786136400.0 572.0 81 0 101 0 109 54 215 158 
