Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3
1550358000.0 1020.0 NA 39 NA NA 114 NA NA 235 NA NA 985 NA
1550358000.0 122.0 52 78 421 108 367 536 809 528 1537 800 454 2198
1550358000.0 1325.6 NA 159 NA NA 243 NA NA 2324 NA NA 2203 NA
1550358000.0 136.7721 NA 195 0 NA 282 0 NA 4856 114 NA 6490 469
1550358000.0 503.0 43 0 NA 79 0 NA 187 155 NA 314 857 NA
1550358000.0 504.0 43 0 NA 80 0 NA 173 100 NA 394 412 NA
1550358000.0 505.0 43 0 NA 79 0 NA 172 107 NA 310 483 NA
1550358000.0 506.0 38 0 NA 79 0 NA 173 113 NA 605 584 NA
1550358000.0 507.0 37 0 NA 78 0 NA 177 101 NA 571 223 NA
1550358000.0 508.0 42 0 NA 78 0 NA 152 109 NA 667 253 NA
1550358000.0 509.0 39 0 NA 77 0 NA 139 113 NA 511 188 NA
1550358000.0 510.0 41 0 NA 79 0 NA 228 101 NA 482 351 NA
1550358000.0 514.0 16 43 0 56 85 0 426 175 115 671 277 191
1550358000.0 520.0 16 39 0 56 86 0 1798 175 116 3932 267 205
1550358000.0 523.0 2 50 0 56 97 0 1334 195 128 2958 338 579
1550358000.0 530.0 16 37 0 56 86 0 1817 174 100 2408 361 386
1550358000.0 531.0 67 0 NA 188 0 NA 153 110 NA 423 527 NA
1550358000.0 541.0 51 0 NA 89 0 NA 155 111 NA 343 183 NA
1550358000.0 545.0 50 0 NA 90 0 NA 207 111 NA 349 188 NA
1550358000.0 551.0 2 38 0 56 85 0 1296 177 119 2966 259 266
1550358000.0 552.0 16 44 0 56 86 0 1829 187 108 2410 284 325
1550358000.0 560.0 43 0 NA 79 0 NA 181 101 NA 604 183 NA
1550358000.0 561.0 43 0 NA 79 0 NA 177 109 NA 331 391 NA
1550358000.0 562.0 16 43 0 56 85 0 281 189 114 740 787 273
