Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 
1764972000.0 139.003 NA 354 711 0 NA 462 921 0 NA 204 1647 77 NA 202 1951 137 
1764972000.0 140.001 NA 351 850 0 NA 465 1148 0 NA 222 1788 178 NA 226 1800 206 
1764972000.0 140.007 NA 342 899 0 NA 455 1133 0 NA 135 1811 332 NA 134 1836 431 
1764972000.0 140.008 NA 327 885 0 NA 447 1153 0 NA 102 1548 329 NA 158 1589 408 
1764972000.0 2500.0004 NA 541 0 NA NA 798 0 NA NA 41666 60 NA NA 16245 91 NA 
1764972000.0 2500.1502 NA 276 NA NA NA 400 NA NA NA 7396 NA NA NA 5700 NA NA 
1764972000.0 2500.1504 NA 283 NA NA NA 410 NA NA NA 9654 NA NA NA 7825 NA NA 
1764972000.0 2500.2308 NA 521 NA NA NA 724 NA NA NA 26385 NA NA NA 8786 NA NA 
1764972000.0 2500.2309 NA 521 NA NA NA 727 NA NA NA 26411 NA NA NA 8816 NA NA 
1764972000.0 2500.231 NA 182 NA NA NA 276 NA NA NA 3946 NA NA NA 2928 NA NA 
1764972000.0 528.0 153 207 0 NA 216 269 0 NA 3488 70 57 NA 2793 96 102 NA 
