Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 
1782766800.0 101.0 356 NA NA NA 2097450 NA NA NA 1133 NA NA NA 1395 NA NA NA 
1782766800.0 102.0 366 NA NA NA 2097440 NA NA NA 1071 NA NA NA 1342 NA NA NA 
1782766800.0 106.0 269 0 0 NA 2097320 0 0 NA 759 125 1336 NA 651 130 1869 NA 
1782766800.0 120.0 271 366 651 NA 2097340 2097390 2097580 NA 759 467 1598 NA 639 422 2144 NA 
1782766800.0 1301.17 264 486 547 NA 2097330 2097430 2097540 NA 1368 593 1105 NA 1135 534 1576 NA 
1782766800.0 140.6 NA 195 661 0 NA 2097310 2097570 0 NA 97 1286 375 NA 115 1369 595 
1782766800.0 144.6 NA 695 NA NA NA 2097600 NA NA NA 4942 NA NA NA 4083 NA NA 
1782766800.0 535.0 227 0 NA NA 2097320 0 NA NA 836 90 NA NA 645 114 NA NA 
1782766800.0 538.0 217 0 NA NA 2097320 0 NA NA 3585 93 NA NA 3956 128 NA NA 
1782766800.0 545.0 182 0 NA NA 2097300 0 NA NA 118 87 NA NA 239 103 NA NA 
