Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3
1711317600.0 107.0 167 179 359 279 256 507 1512 321 1456 1036 405 1936
1711317600.0 110.0 135 179 346 219 253 499 579 302 1362 721 561 1801
1711317600.0 111.0 157 178 356 267 257 493 1043 273 1405 877 443 1862
1711317600.0 113.0 168 183 356 280 259 500 1336 332 1432 960 787 1969
1711317600.0 120.0 123 177 344 219 245 502 538 300 1359 1010 515 1787
1711317600.0 127.0 132 179 346 208 254 485 710 296 1371 833 402 1889
1711317600.0 128.0 130 178 345 205 258 495 506 303 1356 565 537 1893
1711317600.0 129.0 131 177 345 208 248 469 510 300 1358 567 449 1968
1711317600.0 130.0 135 179 346 219 252 494 543 296 1368 669 339 1868
1711317600.0 131.0 134 179 348 212 257 494 780 303 1386 720 559 1862
1711317600.0 132.0 154 185 359 274 260 503 1662 327 1493 1185 419 1922
1711317600.0 144.6 NA 368 NA NA 489 NA NA 2602 NA NA 2799 NA
1711317600.0 2500.01 NA 248 0 NA 357 0 NA 10542 153 NA 3994 410
1711317600.0 2500.011 NA 266 0 NA 397 0 NA 21165 170 NA 7121 424
1711317600.0 2500.3 NA 209 0 NA 315 0 NA 8753 162 NA 5687 368
1711317600.0 2500.31 NA 251 0 NA 454 0 NA 5567 157 NA 3607 316
1711317600.0 537.0 108 0 NA 178 0 NA 3430 146 NA 4245 216 NA
