Timestamp WorkflowId PeakValueRss2 PeakValueVsize2 TotalJobCPU2 TotalJobTime2
1568098800.0 136.794 89 976 4989 5264
1568098800.0 136.796 89 974 3847 4117
1568098800.0 136.801 76 976 3213 3378
1568098800.0 136.804 90 977 4130 4439
1568098800.0 136.809 89 977 4971 5247
1568098800.0 136.812 89 976 3484 3792
1568098800.0 136.813 92 977 2982 3115
1568098800.0 136.814 89 977 4564 4847
1568098800.0 136.816 89 975 3995 4328
1568098800.0 136.817 91 974 3268 3581
1568098800.0 136.818 89 976 4560 4848
1568098800.0 136.819 89 971 4229 4565
1568098800.0 136.82 75 975 4011 4106
1568098800.0 136.821 76 974 4375 4500
1568098800.0 136.822 78 971 3722 3841
1568098800.0 136.823 74 972 4147 4276
1568098800.0 136.824 86 975 3832 3938
1568098800.0 136.825 76 975 3244 3343
1568098800.0 136.826 89 976 4864 5150
1568098800.0 136.828 76 975 5024 5122
1568098800.0 136.829 81 973 3603 3726
1568098800.0 136.83 88 975 4755 5049
1568098800.0 136.831 75 976 3962 4089
1568098800.0 136.833 90 976 4667 4775
1568098800.0 136.835 88 973 4320 4466
