Timestamp WorkflowId PeakValueRss2 PeakValueVsize2 TotalJobCPU2 TotalJobTime2
1568235600.0 136.736 71 973 4315 4457
1568235600.0 136.737 70 968 4415 4542
1568235600.0 136.738 81 970 5733 5834
1568235600.0 136.739 67 967 4650 4804
1568235600.0 136.74 82 970 4564 4674
1568235600.0 136.741 81 971 4998 5122
1568235600.0 136.742 78 969 4492 4622
1568235600.0 136.743 69 968 5114 5223
1568235600.0 136.744 71 972 4442 4582
1568235600.0 136.746 70 973 5641 5761
1568235600.0 136.747 71 973 4206 4318
1568235600.0 136.748 70 971 4193 4280
1568235600.0 136.749 82 971 5794 5918
1568235600.0 136.75 70 968 4898 5066
1568235600.0 136.751 69 971 4812 4914
1568235600.0 136.752 69 972 5131 5261
1568235600.0 136.753 75 969 4423 4571
1568235600.0 136.754 77 976 4892 5039
1568235600.0 136.755 81 973 4544 4649
1568235600.0 136.757 70 974 5657 5749
1568235600.0 136.758 70 970 4536 4666
1568235600.0 136.79 90 983 4808 5120
1568235600.0 136.813 88 978 3031 3361
