Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2 
1743541200.0 1306.0 NA 201 NA 304 NA 106 NA 208 
1743541200.0 1308.0 NA 200 NA 298 NA 98 NA 153 
1743541200.0 1311.0 NA 202 NA 300 NA 110 NA 178 
1743541200.0 2500.225 NA 279 NA 422 NA 8105 NA 2926 
1743541200.0 2500.228 NA 245 NA 391 NA 9771 NA 6160 
1743541200.0 250202.1 NA 0 NA 0 NA 0 NA 0 
1743541200.0 250202.17 NA 255 NA 343 NA 120 NA 231 
1743541200.0 250202.171 NA 0 NA 0 NA 0 NA 0 
1743541200.0 250202.185 NA 0 NA 0 NA 0 NA 0 
1743541200.0 250202.3 NA 0 NA 0 NA 0 NA 0 
1743541200.0 250202.5 NA 0 NA 0 NA 0 NA 0 
1743541200.0 250204.17 NA 253 NA 354 NA 127 NA 3651 
1743541200.0 250206.18 NA 250 NA 351 NA 122 NA 262 
1743541200.0 250207.18 NA 0 NA 0 NA 0 NA 0 
1743541200.0 250208.18 NA 251 NA 354 NA 129 NA 313 
1743541200.0 32434.0 0 NA 0 NA 0 NA 0 NA 
1743541200.0 33234.0 0 NA 0 NA 0 NA 0 NA 
1743541200.0 34034.0 181 0 236 0 2181 0 1306 0 
