Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3 
1784754000.0 111.0 124 173 361 200 254 510 327 120 638 470 188 736 
1784754000.0 120.0 117 173 362 197 250 502 227 154 640 351 208 774 
1784754000.0 122.0 123 130 358 192 246 487 284 114 623 326 189 826 
1784754000.0 128.0 121 178 364 176 251 516 220 150 643 348 203 740 
1784754000.0 1349.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA 
1784754000.0 1351.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA 
1784754000.0 1360.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA 
1784754000.0 1364.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA 
1784754000.0 1365.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA 
1784754000.0 1366.0 0 NA NA 0 NA NA 0 NA NA 0 NA NA 
1784754000.0 144.6 NA 398 NA NA 528 NA NA 1267 NA NA 1118 NA 
1784754000.0 2500.1502 NA 138 NA NA 243 NA NA 7591 NA NA 8598 NA 
1784754000.0 2500.1504 NA 138 NA NA 242 NA NA 9913 NA NA 9783 NA 
1784754000.0 2500.231 NA 98 NA NA 153 NA NA 3088 NA NA 1988 NA 
1784754000.0 2500.3312 NA 98 NA NA 155 NA NA 3605 NA NA 2027 NA 
1784754000.0 2500.4301 NA 86 NA NA 138 NA NA 6249 NA NA 6890 NA 
1784754000.0 538.0 98 0 NA 139 0 NA 3815 63 NA 3826 137 NA 
