Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2 
1757883600.0 144.6 NA 411 NA 577 NA 1297 NA 1340 
1757883600.0 2500.2204 NA 295 NA 481 NA 9999 NA 3796 
1757883600.0 2500.2208 NA 299 NA 498 NA 30584 NA 11958 
1757883600.0 2500.2309 NA 101 NA 173 NA 4352 NA 3341 
1757883600.0 2500.3205 NA 348 NA 522 NA 8630 NA 2743 
1757883600.0 2500.3208 NA 319 NA 457 NA 10880 NA 4053 
1757883600.0 2500.3209 NA 302 NA 468 NA 6825 NA 3429 
1757883600.0 29634.773 NA 659 NA 931 NA 1262 NA 845 
1757883600.0 5.4 368 0 548 0 499 105 698 197 
1757883600.0 538.0 60 0 139 0 4944 61 4772 75 
