Timestamp WorkflowId PeakValueRss2 PeakValueVsize2 TotalJobCPU2 TotalJobTime2 
1764885600.0 144.6 408 561 1512 1350 
1764885600.0 2500.1502 155 245 8048 13148 
1764885600.0 2500.1504 156 243 10581 15970 
1764885600.0 2500.2207 196 303 7891 3683 
1764885600.0 2500.2208 314 516 29353 23483 
1764885600.0 2500.2304 312 434 8804 2636 
1764885600.0 2500.2308 337 529 22579 18838 
1764885600.0 2500.2309 339 515 22534 18706 
1764885600.0 2500.231 98 165 3847 2374 
1764885600.0 2500.3204 313 446 6844 2362 
1764885600.0 2500.3205 327 485 10066 3186 
1764885600.0 2500.3208 312 470 10436 8736 
1764885600.0 2500.3209 294 447 5470 2325 
1764885600.0 2500.3305 284 424 8335 2779 
