Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3 
1764972000.0 144.6 NA 392 NA NA 564 NA NA 1211 NA NA 1211 NA 
1764972000.0 2500.1502 NA 153 NA NA 246 NA NA 7038 NA NA 11735 NA 
1764972000.0 2500.1504 NA 153 NA NA 244 NA NA 9219 NA NA 13787 NA 
1764972000.0 2500.2204 NA 298 NA NA 457 NA NA 8143 NA NA 2849 NA 
1764972000.0 2500.2207 NA 198 NA NA 307 NA NA 5666 NA NA 2898 NA 
1764972000.0 2500.2208 NA 311 NA NA 511 NA NA 25441 NA NA 19764 NA 
1764972000.0 2500.2309 NA 340 NA NA 507 NA NA 19083 NA NA 15287 NA 
1764972000.0 2500.231 NA 98 NA NA 166 NA NA 3484 NA NA 2497 NA 
1764972000.0 2500.3204 NA 313 NA NA 439 NA NA 7341 NA NA 2263 NA 
1764972000.0 2500.3205 NA 343 NA NA 471 NA NA 7297 NA NA 2638 NA 
1764972000.0 2500.3208 NA 302 NA NA 469 NA NA 9044 NA NA 3265 NA 
1764972000.0 34661.97 1040 NA NA 1469 NA NA 4472 NA NA 2009 NA NA 
1764972000.0 34834.0 184 656 0 250 862 0 2083 803 0 1911 617 0 
