Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2 
1787691600.0 1.0 0 NA 0 NA 10583 NA 5382 NA 
1787691600.0 10.0 0 NA 0 NA 10230 NA 4981 NA 
1787691600.0 10001.0 0 NA 0 NA 4060 NA 3848 NA 
1787691600.0 10002.0 0 NA 0 NA 5202 NA 4490 NA 
1787691600.0 10003.0 177 NA 274 NA 22379 NA 8216 NA 
1787691600.0 10004.0 0 NA 0 NA 3991 NA 3771 NA 
1787691600.0 10005.0 0 NA 0 NA 4925 NA 3935 NA 
1787691600.0 10006.0 0 NA 0 NA 3488 NA 3473 NA 
1787691600.0 10007.0 0 NA 0 NA 3231 NA 3094 NA 
1787691600.0 10008.0 0 NA 0 NA 4095 NA 4201 NA 
1787691600.0 10009.0 0 NA 0 NA 4231 NA 3884 NA 
1787691600.0 10024.0 0 NA 0 NA 15437 NA 7073 NA 
1787691600.0 10024.1 0 NA 0 NA 15299 NA 6652 NA 
1787691600.0 10024.2 0 NA 0 NA 15247 NA 6661 NA 
1787691600.0 10024.3 0 NA 0 NA 15519 NA 6717 NA 
1787691600.0 10024.4 0 NA 0 NA 15435 NA 6745 NA 
1787691600.0 10025.0 0 NA 0 NA 11168 NA 5846 NA 
1787691600.0 10042.0 0 NA 0 NA 9207 NA 5393 NA 
1787691600.0 10059.0 160 NA 234 NA 27886 NA 8787 NA 
1787691600.0 10071.0 0 NA 0 NA 17586 NA 7464 NA 
1787691600.0 103.0 0 NA 0 NA 3442 NA 3936 NA 
1787691600.0 10424.0 0 NA 0 NA 15622 NA 6954 NA 
1787691600.0 105.0 0 NA 0 NA 10103 NA 5560 NA 
1787691600.0 106.0 0 NA 0 NA 3436 NA 3723 NA 
1787691600.0 107.0 0 NA 0 NA 13295 NA 5708 NA 
1787691600.0 108.0 0 NA 0 NA 13274 NA 5844 NA 
1787691600.0 10801.0 0 NA 0 NA 4125 NA 3882 NA 
1787691600.0 10802.0 0 NA 0 NA 5019 NA 4247 NA 
1787691600.0 10803.0 177 NA 263 NA 22619 NA 8557 NA 
1787691600.0 10804.0 0 NA 0 NA 3996 NA 3770 NA 
1787691600.0 10804.31 0 NA 0 NA 3873 NA 3701 NA 
1787691600.0 10805.0 0 NA 0 NA 4981 NA 4394 NA 
1787691600.0 10805.31 0 NA 0 NA 5263 NA 4454 NA 
1787691600.0 10806.0 0 NA 0 NA 3476 NA 3499 NA 
1787691600.0 10807.0 0 NA 0 NA 3502 NA 3611 NA 
1787691600.0 10808.0 0 NA 0 NA 3575 NA 3546 NA 
1787691600.0 10809.0 0 NA 0 NA 4126 NA 3907 NA 
1787691600.0 10823.0 0 NA 0 NA 9887 NA 6278 NA 
1787691600.0 10824.0 0 NA 0 NA 15742 NA 7048 NA 
1787691600.0 10824.1 0 NA 0 NA 15222 NA 6861 NA 
1787691600.0 10824.6 0 NA 0 NA 15943 NA 8121 NA 
1787691600.0 10824.8 0 NA 0 NA 15957 NA 7989 NA 
1787691600.0 10825.0 0 NA 0 NA 10805 NA 5379 NA 
1787691600.0 10826.0 0 NA 0 NA 24432 NA 9798 NA 
1787691600.0 10842.0 0 NA 0 NA 8969 NA 5440 NA 
1787691600.0 10859.0 158 NA 239 NA 27303 NA 8697 NA 
1787691600.0 10871.0 0 NA 0 NA 17472 NA 7548 NA 
1787691600.0 109.0 0 NA 0 NA 13851 NA 5703 NA 
1787691600.0 11.0 0 NA 0 NA 11952 NA 7049 NA 
1787691600.0 110.0 0 NA 0 NA 3600 NA 3754 NA 
1787691600.0 1102.0 0 NA 0 NA 14467 NA 6843 NA 
1787691600.0 111.0 0 NA 0 NA 5599 NA 5141 NA 
1787691600.0 112.0 0 NA 0 NA 11345 NA 5282 NA 
1787691600.0 11224.0 0 NA 0 NA 15670 NA 6823 NA 
1787691600.0 11224.6 0 NA 0 NA 15365 NA 6702 NA 
1787691600.0 113.0 0 NA 0 NA 10362 NA 5119 NA 
1787691600.0 114.0 0 NA 0 NA 10467 NA 5007 NA 
1787691600.0 115.0 0 NA 0 NA 11249 NA 5228 NA 
1787691600.0 116.0 0 NA 0 NA 10566 NA 5053 NA 
1787691600.0 11601.0 0 NA 0 NA 5445 NA 4924 NA 
1787691600.0 11602.0 0 NA 0 NA 5737 NA 4711 NA 
1787691600.0 11603.0 147 NA 292 NA 25043 NA 9935 NA 
1787691600.0 11604.0 0 NA 0 NA 5299 NA 4806 NA 
1787691600.0 11605.0 0 NA 0 NA 6104 NA 5127 NA 
1787691600.0 11606.0 0 NA 0 NA 5069 NA 5195 NA 
