Timestamp WorkflowId PeakValueRss1 PeakValueVsize1 TotalJobCPU1 TotalJobTime1 
1789506000.0 10003.0 168 275 21417 7948 
1789506000.0 10059.0 154 242 28198 9003 
1789506000.0 10803.0 162 274 22201 8420 
1789506000.0 10859.0 154 236 26376 8529 
1789506000.0 11630.0 123 234 28555 10260 
1789506000.0 158.5 78 163 4719 2876 
1789506000.0 159.0 91 168 7573 6068 
1789506000.0 159.02 90 181 7609 6073 
1789506000.0 160.0 91 171 7555 5968 
1789506000.0 27234.0 178 256 17942 7349 
1789506000.0 30034.0 172 246 19318 8070 
1789506000.0 32034.0 154 267 23660 9035 
1789506000.0 34034.0 166 267 19481 8369 
1789506000.0 35634.0 140 245 18380 7775 
1789506000.0 36034.0 173 250 18823 7654 
1789506000.0 37634.911 158 269 22279 9100 
