Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2
1593723600.0 1.0 212 NA 932 NA 1927 NA 1095 NA
1593723600.0 103.0 172 NA 843 NA 1095 NA 813 NA
1593723600.0 105.0 207 NA 926 NA 8012 NA 3844 NA
1593723600.0 106.0 166 NA 842 NA 786 NA 814 NA
1593723600.0 107.0 238 NA 926 NA 2294 NA 1265 NA
1593723600.0 108.0 204 NA 930 NA 2944 NA 1416 NA
1593723600.0 109.0 250 NA 933 NA 2573 NA 1360 NA
1593723600.0 110.0 195 NA 870 NA 1416 NA 939 NA
1593723600.0 1102.0 NA 0 NA 0 NA 0 NA 0
1593723600.0 111.0 209 NA 933 NA 2228 NA 1219 NA
1593723600.0 112.0 204 NA 934 NA 2245 NA 1245 NA
1593723600.0 113.0 248 NA 935 NA 2246 NA 1219 NA
1593723600.0 114.0 198 NA 923 NA 2301 NA 1328 NA
1593723600.0 115.0 232 NA 923 NA 2717 NA 1314 NA
1593723600.0 116.0 245 NA 933 NA 2430 NA 1288 NA
1593723600.0 117.0 248 NA 933 NA 3147 NA 1499 NA
1593723600.0 118.0 204 NA 933 NA 3045 NA 1459 NA
1593723600.0 119.0 206 NA 929 NA 7458 NA 3167 NA
1593723600.0 120.0 185 NA 888 NA 1455 NA 924 NA
1593723600.0 121.0 212 NA 930 NA 2894 NA 1431 NA
1593723600.0 122.0 161 NA 842 NA 1086 NA 823 NA
1593723600.0 125.0 209 NA 936 NA 2543 NA 1337 NA
1593723600.0 126.0 184 NA 891 NA 1891 NA 1074 NA
1593723600.0 127.0 184 NA 870 NA 1419 NA 1096 NA
1593723600.0 128.0 184 NA 867 NA 1453 NA 938 NA
1593723600.0 129.0 187 NA 869 NA 1116 NA 940 NA
1593723600.0 130.0 185 NA 870 NA 1500 NA 952 NA
1593723600.0 1301.0 231 NA 889 NA 1919 NA 1238 NA
1593723600.0 1301.17 192 NA 876 NA 2294 NA 1301 NA
1593723600.0 1302.0 227 NA 900 NA 3329 NA 1577 NA
1593723600.0 1302.17 230 NA 878 NA 3615 NA 1494 NA
1593723600.0 1302.18 195 NA 880 NA 5227 NA 4027 NA
1593723600.0 1302.181 202 NA 912 NA 5785 NA 4407 NA
1593723600.0 1303.0 211 NA 896 NA 5959 NA 2411 NA
1593723600.0 1303.17 202 NA 883 NA 5542 NA 2318 NA
1593723600.0 1304.18 205 NA 880 NA 2873 NA 2624 NA
1593723600.0 1304.181 196 NA 908 NA 3096 NA 1836 NA
1593723600.0 1304.182 226 NA 884 NA 2416 NA 1286 NA
1593723600.0 131.0 185 NA 868 NA 1482 NA 1128 NA
1593723600.0 132.0 243 NA 930 NA 2640 NA 1374 NA
1593723600.0 1325.6 NA 0 NA 0 NA 0 NA 0
1593723600.0 1325.8 NA 0 NA 0 NA 0 NA 0
1593723600.0 133.0 202 NA 932 NA 5462 NA 2265 NA
1593723600.0 135.8 0 NA 0 NA 0 NA 0 NA
1593723600.0 1356.0 207 NA 896 NA 4471 NA 3947 NA
1593723600.0 136.727 NA 0 NA 0 NA 0 NA 0
1593723600.0 136.739 NA 0 NA 0 NA 0 NA 0
1593723600.0 136.742 NA 0 NA 0 NA 0 NA 0
1593723600.0 136.747 NA 0 NA 0 NA 0 NA 0
1593723600.0 136.753 NA 0 NA 0 NA 0 NA 0
1593723600.0 136.754 NA 0 NA 0 NA 0 NA 0
1593723600.0 136.758 NA 0 NA 0 NA 0 NA 0
1593723600.0 136.76 NA 0 NA 0 NA 0 NA 0
1593723600.0 136.763 NA 0 NA 0 NA 0 NA 0
1593723600.0 136.764 NA 0 NA 0 NA 0 NA 0
1593723600.0 136.767 NA 0 NA 0 NA 0 NA 0
1593723600.0 136.768 NA 0 NA 0 NA 0 NA 0
1593723600.0 136.7721 NA 0 NA 0 NA 0 NA 0
1593723600.0 136.7801 NA 0 NA 0 NA 0 NA 0
1593723600.0 136.7802 NA 0 NA 0 NA 0 NA 0
