Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 
1760994000.0 140.56 812 0 NA NA 1308 0 NA NA 5846 143 NA NA 3453 328 NA NA 
1760994000.0 141.009 0 0 0 NA 0 0 0 NA 70 1376 365 NA 214 1732 482 NA 
1760994000.0 2500.1502 148 NA NA NA 251 NA NA NA 8638 NA NA NA 7750 NA NA NA 
1760994000.0 2500.1504 149 NA NA NA 256 NA NA NA 11337 NA NA NA 9374 NA NA NA 
1760994000.0 2500.2204 292 NA NA NA 438 NA NA NA 8866 NA NA NA 2979 NA NA NA 
1760994000.0 2500.2208 309 NA NA NA 490 NA NA NA 30541 NA NA NA 16918 NA NA NA 
1760994000.0 2500.2308 320 NA NA NA 521 NA NA NA 23029 NA NA NA 8829 NA NA NA 
1760994000.0 2500.2309 307 NA NA NA 519 NA NA NA 24025 NA NA NA 9412 NA NA NA 
1760994000.0 2500.231 100 NA NA NA 164 NA NA NA 4054 NA NA NA 2171 NA NA NA 
1760994000.0 2500.3205 309 NA NA NA 486 NA NA NA 7206 NA NA NA 2294 NA NA NA 
1760994000.0 2500.3209 292 NA NA NA 429 NA NA NA 5559 NA NA NA 2102 NA NA NA 
1760994000.0 29661.0 608 634 0 257 800 817 0 363 1412 1767 337 733 2821 2594 574 1153 
1760994000.0 4.28 135 411 0 NA 209 567 0 NA 106 1489 725 NA 431 1628 1134 NA 
