Timestamp WorkflowId PeakValueRss0 PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueRss9 PeakValueVsize0 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 PeakValueVsize9 TotalJobCPU0 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobCPU9 TotalJobTime0 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8 TotalJobTime9 
1790370000.0 1.0 NA 137 184 272 NA NA NA NA NA NA NA 230 277 430 NA NA NA NA NA NA NA 644 163 383 NA NA NA NA NA NA NA 533 194 442 NA NA NA NA NA NA 
1790370000.0 10.0 NA 159 191 400 0 NA NA NA NA NA NA 229 281 529 0 NA NA NA NA NA NA 621 157 635 167 NA NA NA NA NA NA 315 132 596 184 NA NA NA NA NA 
1790370000.0 1000.0 NA NA 362 180 0 112 NA NA NA NA NA NA 539 286 0 189 NA NA NA NA NA NA 1474 215 147 210 NA NA NA NA NA NA 981 212 209 203 NA NA NA NA 
1790370000.0 10001.0 NA 121 302 509 0 152 201 NA NA NA NA 170 411 699 0 227 301 NA NA NA NA 238 227 902 206 215 227 NA NA NA NA 247 180 831 225 257 241 NA NA NA 
1790370000.0 10002.0 NA 120 303 505 0 151 203 NA NA NA NA 177 405 677 0 227 304 NA NA NA NA 296 242 906 202 214 219 NA NA NA NA 239 209 834 217 252 237 NA NA NA 
1790370000.0 10003.0 NA 169 303 514 0 152 193 NA NA NA NA 277 415 715 0 233 293 NA NA NA NA 2077 169 680 194 204 207 NA NA NA NA 1171 176 795 248 278 215 NA NA NA 
1790370000.0 10004.0 NA 113 304 503 0 156 195 NA NA NA NA 169 415 713 0 232 299 NA NA NA NA 228 228 909 199 214 222 NA NA NA NA 207 185 915 216 262 234 NA NA NA 
1790370000.0 10005.0 NA 92 303 508 0 151 188 NA NA NA NA 173 405 718 0 227 299 NA NA NA NA 292 250 956 202 215 220 NA NA NA NA 229 205 907 216 243 240 NA NA NA 
1790370000.0 10006.0 NA 115 302 498 0 150 196 NA NA NA NA 166 426 714 0 232 297 NA NA NA NA 205 215 803 200 226 221 NA NA NA NA 258 177 796 243 246 231 NA NA NA 
1790370000.0 10007.0 NA 117 304 502 0 184 188 NA NA NA NA 173 419 718 0 299 301 NA NA NA NA 210 255 839 203 232 235 NA NA NA NA 219 212 872 221 288 257 NA NA NA 
1790370000.0 10008.0 NA 117 306 517 0 185 193 NA NA NA NA 171 413 693 0 290 292 NA NA NA NA 219 229 973 204 216 228 NA NA NA NA 221 183 915 219 237 242 NA NA NA 
1790370000.0 10009.0 NA 118 306 509 0 183 189 NA NA NA NA 173 414 724 0 299 295 NA NA NA NA 245 222 906 203 221 218 NA NA NA NA 226 183 902 218 227 229 NA NA NA 
1790370000.0 1001.0 NA NA 334 177 0 0 0 0 0 0 NA NA 478 264 0 0 0 0 0 0 NA NA 1059 261 38 26 42 84 38 86 NA NA 763 307 49 35 54 114 47 98 
1790370000.0 1001.2 NA NA 555 219 0 0 0 0 NA NA NA NA 784 338 0 0 0 0 NA NA NA NA 4780 419 48 37 39 39 NA NA NA NA 1808 308 59 45 52 51 NA NA 
1790370000.0 1001.3 NA NA 488 200 0 NA NA NA NA NA NA NA 756 309 0 NA NA NA NA NA NA NA 4216 268 85 NA NA NA NA NA NA NA 1747 269 94 NA NA NA NA NA 
1790370000.0 1001.4 NA NA 502 172 0 0 0 NA NA NA NA NA 750 278 0 0 0 NA NA NA NA NA 4501 208 39 38 38 NA NA NA NA NA 1847 243 49 48 47 NA NA NA 
1790370000.0 1002.0 NA NA 391 100 NA NA NA NA NA NA NA NA 571 149 NA NA NA NA NA NA NA NA 1201 70 NA NA NA NA NA NA NA NA 989 56 NA NA NA NA NA NA 
1790370000.0 1002.3 NA NA 521 219 0 NA NA NA NA NA NA NA 741 338 0 NA NA NA NA NA NA NA 3619 381 89 NA NA NA NA NA NA NA 1735 320 101 NA NA NA NA NA 
1790370000.0 1002.4 NA NA 537 0 NA NA NA NA NA NA NA NA 730 0 NA NA NA NA NA NA NA NA 5527 186 NA NA NA NA NA NA NA NA 2374 201 NA NA NA NA NA NA 
1790370000.0 10024.0 NA 142 321 529 0 191 202 NA NA NA NA 201 424 720 0 302 298 NA NA NA NA 991 205 854 225 230 238 NA NA NA NA 487 169 877 272 243 251 NA NA NA 
1790370000.0 10024.1 NA 137 314 320 0 NA NA NA NA NA NA 198 437 506 0 NA NA NA NA NA NA 918 191 318 194 NA NA NA NA NA NA 427 156 398 263 NA NA NA NA NA 
1790370000.0 10024.3 NA 137 313 305 0 NA NA NA NA NA NA 198 427 470 0 NA NA NA NA NA NA 938 191 287 160 NA NA NA NA NA NA 436 135 367 207 NA NA NA NA NA 
1790370000.0 10025.0 NA 130 306 513 0 154 188 NA NA NA NA 189 422 704 0 230 290 NA NA NA NA 771 245 889 212 220 226 NA NA NA NA 468 202 768 228 246 233 NA NA NA 
1790370000.0 1003.0 NA NA 406 0 NA NA NA NA NA NA NA NA 637 0 NA NA NA NA NA NA NA NA 1148 124 NA NA NA NA NA NA NA NA 769 152 NA NA NA NA NA NA 
1790370000.0 10042.0 NA 129 308 514 0 185 191 NA NA NA NA 189 407 722 0 300 297 NA NA NA NA 487 194 897 223 221 231 NA NA NA NA 361 163 879 274 267 240 NA NA NA 
