Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3
1688936400.0 103.0 149 189 367 262 282 533 682 292 1758 915 1132 2420
1688936400.0 110.0 149 197 326 250 298 529 625 378 1819 1249 1197 2604
1688936400.0 120.0 148 195 365 257 294 531 572 374 1766 945 1149 2706
1688936400.0 125.0 187 202 379 319 294 541 1695 405 1879 1451 1380 2700
1688936400.0 127.0 146 196 368 251 292 532 780 367 1804 1824 937 2963
1688936400.0 130.0 148 196 369 251 295 533 596 372 1788 1001 838 2577
1688936400.0 132.0 123 205 383 310 305 547 1912 416 1931 1840 1433 2507
1688936400.0 139.005 NA 174 149 NA 302 299 NA 15214 10399 NA 11935 5140
1688936400.0 144.6 NA 385 NA NA 567 NA NA 4110 NA NA 5130 NA
1688936400.0 2500.31 NA 244 0 NA 429 0 NA 7361 187 NA 11754 759
1688936400.0 25061.97 1068 NA NA 1637 NA NA 10519 NA NA 6082 NA NA
1688936400.0 4000.0 NA 228 386 NA 347 569 NA 1670 4242 NA 1231 3584
1688936400.0 4001.0 NA 270 428 NA 392 628 NA 798 2613 NA 1014 3450
1688936400.0 4002.0 NA 232 401 NA 334 567 NA 1436 2876 NA 1148 2908
1688936400.0 4003.0 NA 233 405 NA 345 592 NA 1452 3096 NA 1034 3055
1688936400.0 4008.0 144 0 0 251 0 0 597 180 1611 1250 878 2795
1688936400.0 537.0 127 0 NA 214 0 NA 3664 190 NA 6780 931 NA
