Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4 
1787000400.0 37634.402 867 446 0 4809 1118 0 960 468 89 619 436 104 
1787000400.0 37634.4021 867 473 0 4897 1250 0 957 488 97 603 517 113 
1787000400.0 37634.403 864 471 0 4877 1204 0 976 465 100 637 422 118 
1787000400.0 37634.404 850 256 NA 4847 942 NA 959 272 NA 607 308 NA 
1787000400.0 37634.406 866 471 0 4873 1178 0 1004 489 94 884 521 119 
1787000400.0 37634.612 349 258 0 440 838 0 2760 415 92 2605 275 112 
1787000400.0 37634.712 843 399 0 1835 976 0 996 467 105 876 437 129 
1787000400.0 37634.713 849 405 0 1813 988 0 966 473 104 627 443 126 
1787000400.0 37634.7503 906 0 NA 4876 0 NA 1156 108 NA 671 125 NA 
1787000400.0 37634.751 880 0 NA 4889 0 NA 1091 104 NA 707 121 NA 
1787000400.0 37834.402 1900 942 0 6282 1788 0 6968 1681 95 2926 930 116 
1787000400.0 37834.4021 1771 935 0 6274 1949 0 7332 1680 102 2955 854 117 
1787000400.0 37834.403 1825 926 0 6326 1770 0 6923 1662 108 2709 822 123 
1787000400.0 37834.404 1754 259 NA 6350 968 NA 6901 261 NA 2741 292 NA 
1787000400.0 37834.712 1690 812 0 3208 1753 0 6910 1458 123 2856 706 138 
1787000400.0 37834.713 1696 855 0 3218 1901 0 6671 1775 126 2891 744 145 
1787000400.0 37834.7503 1902 0 NA 6448 0 NA 7929 114 NA 2952 133 NA 
1787000400.0 37834.751 1661 0 NA 6275 0 NA 7705 114 NA 2842 132 NA 
