Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2 
1787173200.0 11834.0 NA 0 NA 0 NA 0 NA 0 
1787173200.0 144.6 NA 381 NA 533 NA 1305 NA 1338 
1787173200.0 2500.1502 NA 141 NA 252 NA 7917 NA 13059 
1787173200.0 2500.1504 NA 138 NA 254 NA 10107 NA 15899 
1787173200.0 2500.2204 NA 287 NA 427 NA 10840 NA 4733 
1787173200.0 2500.2207 NA 193 NA 293 NA 7632 NA 4484 
1787173200.0 2500.2208 NA 272 NA 455 NA 29183 NA 24723 
1787173200.0 2500.2308 NA 292 NA 501 NA 21751 NA 18495 
1787173200.0 2500.2309 NA 291 NA 501 NA 21728 NA 18421 
1787173200.0 2500.231 NA 97 NA 159 NA 4141 NA 2748 
1787173200.0 2500.3205 NA 329 NA 463 NA 9954 NA 3167 
1787173200.0 2500.3208 NA 285 NA 461 NA 8745 NA 3085 
1787173200.0 2500.321 NA 339 NA 500 NA 9673 NA 2929 
1787173200.0 2500.331 NA 273 NA 424 NA 2557 NA 1021 
1787173200.0 2500.3311 NA 267 NA 443 NA 10068 NA 3087 
1787173200.0 2500.3312 NA 97 NA 158 NA 4675 NA 4132 
1787173200.0 2500.4301 NA 95 NA 143 NA 6105 NA 5191 
1787173200.0 538.0 100 0 145 0 4614 54 3806 87 
