Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobTime1 TotalJobTime2 TotalJobTime3
1626814800.0 107.0 81 138 278 246 259 705 2243 716 1727 1810 1842 3050
1626814800.0 123.1 348 NA NA 683 NA NA 1357 NA NA 1969 NA NA
1626814800.0 123.2 357 NA NA 659 NA NA 1487 NA NA 2318 NA NA
1626814800.0 124.2 351 NA NA 616 NA NA 1312 NA NA 2307 NA NA
1626814800.0 124.5 342 NA NA 711 NA NA 1261 NA NA 1827 NA NA
1626814800.0 126.0 66 129 275 201 243 674 1092 678 1603 1768 1904 3078
1626814800.0 1325.6 NA 201 NA NA 478 NA NA 4148 NA NA 3193 NA
1626814800.0 144.6 NA 277 NA NA 694 NA NA 2743 NA NA 3443 NA
1626814800.0 23461.97 956 NA NA 1527 NA NA 9254 NA NA 6226 NA NA
1626814800.0 4001.0 NA 204 348 NA 356 832 NA 1073 2365 NA 4694 2928
1626814800.0 4002.0 NA 162 290 NA 303 711 NA 1977 2584 NA 2819 2609
1626814800.0 4003.0 NA 154 291 NA 301 716 NA 2022 2772 NA 2197 2925
