Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1688936400.0 1003.0 NA 332 0 NA NA 650 0 NA NA 6331 785 NA NA 8017 2233 NA
1688936400.0 101.0 114 NA NA NA 317 NA NA NA 1890 NA NA NA 3712 NA NA NA
1688936400.0 102.0 128 NA NA NA 304 NA NA NA 1870 NA NA NA 3217 NA NA NA
1688936400.0 1044.0 NA 53 58 0 NA 193 186 0 NA 704 486 205 NA 1992 1746 993
1688936400.0 1052.1 NA 94 0 NA NA 272 0 NA NA 580 204 NA NA 2070 1419 NA
1688936400.0 123.2 375 NA NA NA 567 NA NA NA 2249 NA NA NA 6013 NA NA NA
1688936400.0 135.8 310 NA NA NA 615 NA NA NA 1588 NA NA NA 3845 NA NA NA
1688936400.0 1361.17 0 NA NA NA 0 NA NA NA 1753 NA NA NA 3831 NA NA NA
1688936400.0 1363.18 0 NA NA NA 0 NA NA NA 1660 NA NA NA 3705 NA NA NA
1688936400.0 144.6 NA 313 NA NA NA 528 NA NA NA 6832 NA NA NA 11972 NA NA
1688936400.0 2017.8 719 NA NA NA 1202 NA NA NA 1567 NA NA NA 4146 NA NA NA
1688936400.0 2500.33 NA 185 0 NA NA 391 0 NA NA 31236 394 NA NA 12972 2067 NA
1688936400.0 2500.401 NA 198 0 NA NA 359 0 NA NA 20102 159 NA NA 5666 255 NA
1688936400.0 500199.0 225 NA NA NA 445 NA NA NA 2789 NA NA NA 5348 NA NA NA
1688936400.0 507.0 46 0 NA NA 151 0 NA NA 2819 421 NA NA 3830 1590 NA NA
1688936400.0 508.0 56 0 NA NA 151 0 NA NA 637 425 NA NA 2435 1855 NA NA
1688936400.0 509.0 55 0 NA NA 149 0 NA NA 626 429 NA NA 2675 1850 NA NA
1688936400.0 545.0 67 0 NA NA 153 0 NA NA 494 399 NA NA 1585 1851 NA NA
1688936400.0 560.0 56 0 NA NA 151 0 NA NA 657 425 NA NA 2697 1844 NA NA
1688936400.0 561.0 48 0 NA NA 149 0 NA NA 620 397 NA NA 2654 1889 NA NA
1688936400.0 570.0 46 0 NA NA 145 0 NA NA 890 405 NA NA 2717 1878 NA NA
1688936400.0 571.0 41 0 NA NA 147 0 NA NA 954 405 NA NA 2703 1960 NA NA
1688936400.0 572.0 45 0 NA NA 145 0 NA NA 783 411 NA NA 2635 1968 NA NA
1688936400.0 574.0 45 0 NA NA 150 0 NA NA 2020 414 NA NA 2853 2033 NA NA
1688936400.0 576.0 47 0 NA NA 147 0 NA NA 685 407 NA NA 2568 1982 NA NA
