Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2
1491253200.0 10824.0 77 NA 137 NA 3664 NA 1532 NA
1491253200.0 10826.0 77 NA 135 NA 6168 NA 2308 NA
1491253200.0 130.0 54 NA 109 NA 510 NA 393 NA
1491253200.0 133.0 84 NA 164 NA 4327 NA 1431 NA
1491253200.0 134.707 NA 40 NA 94 NA 117 NA 81
1491253200.0 134.709 NA 48 NA 104 NA 129 NA 84
1491253200.0 134.802 NA 42 NA 96 NA 141 NA 88
1491253200.0 134.805 NA 42 NA 108 NA 133 NA 110
1491253200.0 134.806 NA 39 NA 95 NA 122 NA 102
1491253200.0 134.811 NA 45 NA 99 NA 127 NA 97
1491253200.0 134.902 NA 40 NA 97 NA 129 NA 118
1491253200.0 134.908 NA 116 NA 174 NA 405 NA 280
1491253200.0 134.909 NA 41 NA 91 NA 132 NA 86
1491253200.0 134.99603 NA 43 NA 96 NA 151 NA 98
1491253200.0 1356.0 85 NA 148 NA 2503 NA 941 NA
1491253200.0 136.735 NA 203 NA 301 NA 659 NA 392
1491253200.0 20034.0 71 NA 122 NA 2753 NA 1401 NA
1491253200.0 20053.0 73 NA 125 NA 5048 NA 1869 NA
1491253200.0 20434.0 70 NA 121 NA 2563 NA 1096 NA
1491253200.0 20446.0 70 NA 117 NA 2020 NA 872 NA
1491253200.0 20453.0 74 NA 128 NA 5421 NA 1948 NA
1491253200.0 21221.0 67 NA 118 NA 1743 NA 1000 NA
1491253200.0 21253.0 101 NA 157 NA 10517 NA 3319 NA
1491253200.0 23246.0 98 NA 148 NA 4503 NA 1692 NA
1491253200.0 23253.0 161 NA 235 NA 14910 NA 4674 NA
1491253200.0 23634.0 69 NA 120 NA 2667 NA 1125 NA
1491253200.0 23653.0 78 NA 129 NA 5077 NA 1686 NA
1491253200.0 250200.1 85 NA 146 NA 3032 NA 1331 NA
1491253200.0 281.0 113 NA 257 NA 2553 NA 1293 NA
1491253200.0 301.0 146 NA 243 NA 2545 NA 1014 NA
1491253200.0 34.0 80 NA 155 NA 2019 NA 808 NA
1491253200.0 4.24 NA 67 NA 110 NA 71 NA 73
1491253200.0 4.28 NA 81 NA 138 NA 97 NA 294
1491253200.0 4.55 NA 36 NA 84 NA 109 NA 123
1491253200.0 4.57 NA 53 NA 108 NA 140 NA 97
1491253200.0 4.64 NA 36 NA 84 NA 117 NA 79
1491253200.0 4.73 NA 38 NA 89 NA 132 NA 84
1491253200.0 4.77 NA 64 NA 109 NA 139 NA 107
1491253200.0 4.78 NA 49 NA 112 NA 122 NA 79
1491253200.0 512.0 0 NA 0 NA 1133 NA 7274 NA
1491253200.0 515.0 0 NA 0 NA 1135 NA 7274 NA
1491253200.0 518.0 0 NA 0 NA 1109 NA 7455 NA
1491253200.0 522.0 0 NA 0 NA 1131 NA 7391 NA
1491253200.0 526.0 0 NA 0 NA 1131 NA 7241 NA
1491253200.0 529.0 0 NA 0 NA 1084 NA 7098 NA
1491253200.0 7.0 49 NA 101 NA 477 NA 389 NA
1491253200.0 7.4 66 NA 118 NA 542 NA 433 NA
