Timestamp WorkflowId PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime2 TotalJobTime3 TotalJobTime4 
1782810000.0 18434.404 575 150 NA 1414 761 NA 557 119 NA 425 139 NA 
1782810000.0 18434.406 546 261 0 1434 967 0 571 288 96 447 284 114 
1782810000.0 18434.407 576 270 0 1447 965 0 570 294 96 433 278 113 
1782810000.0 18434.408 576 151 NA 1403 761 NA 562 120 NA 429 143 NA 
1782810000.0 18450.403 568 267 0 1460 967 0 552 278 91 449 277 108 
1782810000.0 18450.404 565 154 NA 1430 763 NA 537 112 NA 438 133 NA 
1782810000.0 18450.406 568 258 0 1442 968 0 549 273 89 420 263 106 
1782810000.0 18450.407 572 266 0 1423 964 0 534 276 93 403 267 113 
1782810000.0 18450.408 571 152 NA 1390 761 NA 541 112 NA 411 128 NA 
1782810000.0 34634.404 1599 215 NA 11916 903 NA 5083 215 NA 1802 260 NA 
1782810000.0 34634.751 1540 0 NA 11826 0 NA 5934 92 NA 2101 108 NA 
