Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2 
1749157200.0 24834.911 175 588 232 766 3957 2243 3056 2500 
1749157200.0 2500.224 NA 306 NA 460 NA 8692 NA 2888 
1749157200.0 2500.228 NA 317 NA 510 NA 26100 NA 8233 
1749157200.0 2500.324 NA 319 NA 439 NA 8785 NA 3223 
1749157200.0 2500.325 NA 349 NA 508 NA 9395 NA 3379 
1749157200.0 2500.328 NA 315 NA 471 NA 9588 NA 3229 
1749157200.0 2500.329 NA 305 NA 443 NA 6185 NA 2620 
1749157200.0 2500.334 NA 279 NA 377 NA 6136 NA 2024 
1749157200.0 2500.335 NA 310 NA 417 NA 8354 NA 3132 
1749157200.0 2500.338 NA 290 NA 442 NA 5993 NA 2276 
1749157200.0 25634.0 165 562 219 770 2149 738 1301 806 
1749157200.0 28034.0 177 587 226 754 1853 640 992 600 
1749157200.0 29696.0 NA 577 NA 802 NA 892 NA 814 
1749157200.0 29834.703 NA 1349 NA 1735 NA 2400 NA 1896 
1749157200.0 30034.0 176 569 224 749 2204 767 1352 1064 
1749157200.0 32034.0 0 NA 0 NA 356 NA 280 NA 
