Timestamp WorkflowId PeakValueRss2 PeakValueVsize2 TotalJobCPU2 TotalJobTime2 
1766354400.0 2500.1502 141 250 7611 6965 
1766354400.0 2500.1504 147 253 10043 9069 
1766354400.0 2500.2207 178 311 7544 3565 
1766354400.0 2500.2208 308 518 28169 13689 
1766354400.0 2500.2304 295 450 8213 2638 
1766354400.0 2500.231 100 172 4427 2884 
1766354400.0 2500.3204 274 452 9637 3434 
1766354400.0 2500.3205 315 507 10271 3735 
1766354400.0 2500.3209 299 466 6864 2952 
1766354400.0 2500.3305 316 433 8022 2786 
1766354400.0 2500.3309 255 443 6860 2096 
