Timestamp WorkflowId PeakValueRss2 PeakValueVsize2 TotalJobCPU2 TotalJobTime2 
1764669600.0 144.6 395 570 1163 951 
1764669600.0 2500.1502 155 242 6879 5741 
1764669600.0 2500.1504 154 249 9106 8662 
1764669600.0 2500.2204 268 442 8184 2655 
1764669600.0 2500.2207 198 307 5644 2811 
1764669600.0 2500.2208 310 487 24741 10955 
1764669600.0 2500.2304 322 436 6596 2123 
1764669600.0 2500.231 96 166 3581 2688 
1764669600.0 2500.3204 310 445 7228 2677 
1764669600.0 2500.3205 339 481 7511 2763 
1764669600.0 2500.3209 293 452 5539 2077 
1764669600.0 2500.3305 311 414 6870 2538 
